dataset,best_params,RMSE_test,NMSE_test,MAE_test,Time,Expression,Fold,Rep
energyCooling,"{'expolim': 1, 'max_terms': 2}",1.6551202897281492,1.1897278747631574,0.004300193382935793,849.8753755092621,-27597.805109*sqrt.abs(x1^-1 * x2 * x3^-1 * x4^-2) + -55.171439*log(x0^2 * x1^2 * x2^-2 * x3 * x4) + -752.695958*tanh(x0^-2 * x2^-1 * x4^2) + -3.197029*cos(x2^2) + 1.191098*sin(x0^2 * x1^2 * x2^2 * x3^2 * x4) + 1.893093*sqrt.abs(x0^2 * x1 * x2^-1 * x4^2 * x6) + -3.062673*sin(x0 * x1^2 * x2^-1 * x3^2 * x4^-1) + -39901.636656*exp(x0^-2 * x2^-1 * x4^-2) + 40765.94010265263,3,5
energyCooling,"{'expolim': 3, 'max_terms': 6}",1.643320431372021,1.1797932485311466,0.004525367659363985,858.4812326431274,-76656812254.24115*sin(x0^-1 * x1^-1 * x3^-2 * x4^-2) + 6.471047*sin(x0^-1 * x1^3 * x2^3 * x4^-2) + -3.588301*sqrt.abs(x0^-1 * x1^-1 * x2 * x3^2 * x4^-3) + 30.11396*sqrt.abs(x0 * x1^3 * x2^-1 * x3^-3 * x6) + -110.221372*log(x0^-1 * x1^-2 * x2^-1 * x3^2 * x4 * x5^-1) + 1.385165*sin(x0^-2 * x1 * x2^-1 * x3 * x4^-2) + 3784.713392*sqrt.abs(x0^3 * x1^-1 * x2 * x4^-2) + -110.087986*log(x0^2 * x1^-1 * x2 * x5) + -924.3493350877391,4,0
energyCooling,"{'expolim': 1, 'max_terms': 8}",1.6586071781160605,1.1474446215660743,0.004613816731202063,851.2357544898987,5.964714*cos(x0^2 * x1^2 * x2^2 * x3^-1) + -2.322202*sin(x1^2 * x3^-1 * x4^-1) + 3.514278*cos(x0^-1 * x1 * x2 * x3^-2) + 1803190.349248*sqrt.abs(x0 * x1^-1 * x3^-3 * x4^-1 * x6^2) + 1.852627*tanh(x0 * x1^-3 * x2^3 * x3^3 * x4^3 * x5^-3 * x6^3 * x7^3) + 215500236270.34018*tanh(x4^2) + -2771.746389*id(x3^-1) + -17.154232*exp(x2^-1 * x3) + -215500236198.36246,4,1
energyCooling,"{'expolim': 1, 'max_terms': 2}",1.6418192422983582,1.1547071830583069,0.004518035536607693,854.4855937957764,-3.416705*cos(x1^2 * x2^2) + -1.966829*sin(x1 * x2 * x3^-1 * x4^-2) + -293.923287*tanh(x4^-1) + -1.917349*tanh(x0^3 * x1^-1 * x2^-3 * x3^3 * x4^-3 * x5 * x6^-2 * x7^-1) + 264532300.021311*sqrt.abs(x0^-1 * x1^-2 * x2^-1 * x3^-3 * x6^2) + 0.807808*cos(x0^3 * x1^3 * x3^2) + -5.632627*sin(x1 * x2 * x4^-2) + -388.399979*sqrt.abs(x1^-2 * x3 * x4^2) + 121.86836335897435,4,2
energyCooling,"{'expolim': 2, 'max_terms': 4}",1.6424655187123751,1.1858738657422871,0.004520991064538957,871.8704378604889,26.828032*sqrt.abs(x0 * x4^3) + -4303805.980063*sqrt.abs(x0^-1 * x2^-2 * x3^-2 * x4^2) + -17616.466064*sqrt.abs(x2^-2 * x4^2) + 0.113403*sqrt.abs(x0^3 * x1^-3 * x2^3 * x3^2 * x4 * x6) + 903816.416865*sqrt.abs(x1^-3 * x2^-1 * x3^2 * x4^-1) + 3.035298*sin(x2^2 * x3^-1 * x4^-1) + 66129.917691*tanh(x2^-1 * x3^-1 * x4^3) + 810512083.171901*sin(x0^3 * x2^-1 * x3^-2 * x4^-2 * x5 * x6^2) + 2.8980667957556605,4,3
energyCooling,"{'expolim': 2, 'max_terms': 2}",1.614803445921585,1.163872825846435,0.0043695248838804815,857.2203996181488,1.185913*sqrt.abs(x0^3 * x1^-2 * x2^2 * x3 * x4 * x6) + -3.614514*cos(x1^2 * x3^-1 * x4^-1) + 3.128275*cos(x1 * x4^-2) + 3067163.132065*sqrt.abs(x0^-1 * x2^-2 * x3^-2) + -286.421377*log(x0^3 * x3) + -16626.236766*sin(x0^-3 * x3^-1) + -4.394512*cos(x1^-1 * x3^3 * x4) + 0.4894*cos(x3^2 * x4^-3 * x5^-1) + 1414.9434053325208,4,4
energyCooling,"{'expolim': 1, 'max_terms': 10}",1.6596321247265278,1.1870663672569193,0.004610780040620294,860.6699597835541,-2.034446*exp(x1^-2 * x3^2 * x4^2) + 2.511677*sin(x0 * x1^2 * x2 * x3^-1 * x4^-2) + 274.921256*sqrt.abs(x0^2 * x1^-1 * x2 * x3^-1 * x6) + 470.468786*tanh(x0^-1 * x2^-1 * x4^2) + -5.789269*sin(x0^-1 * x1 * x2^-1 * x4^2) + -5.538101*sin(x0^2 * x1 * x2^2 * x3^-2 * x4^-2) + 1.568387*sin(x3^2) + 16.067126*log(x0^-2 * x1^3 * x2^-1 * x3 * x4) + -354.82119652162544,4,5
energyHeating,"{'expolim': 1, 'max_terms': 6}",0.5471167721614573,0.4377861946354207,0.0006220596679456999,864.4683768749237,-3.888881*sin(x0^-3 * x2^2 * x3 * x4^-1) + 3055.017732*sqrt.abs(x3^-2 * x6) + -0.363727*sqrt.abs(x0^-2 * x3^2) + 45.792868*cos(x3^-1 * x4^3) + -2.859859*cos(x0 * x2^-1 * x3^2 * x4) + -84.482231*sin(x0^2 * x2^-1 * x3) + -160751.825196*id(x3^-1 * x4^-2) + -0.115494*sqrt.abs(x0 * x1 * x6^2) + 167.6944157908048,0,0
energyHeating,"{'expolim': 2, 'max_terms': 8}",0.5823834515388241,0.471901138107498,0.0007032289454616927,871.7258505821228,-5.670994*sin(x1^2 * x2^2 * x3^-1 * x4^2) + -3029219134.854283*sqrt.abs(x0^-2 * x1^-2 * x2^-2 * x3^-2) + -799541.500404*sin(x2^-1 * x4^-1) + -54.561818*id(x1 * x3^-1) + 5.5352*sin(x1^3 * x3^2 * x4^2) + 2743.473308*sqrt.abs(x3^-2 * x6) + 38075559633.973*cos(x0^-2 * x2^-1 * x3^-1) + 637402530636037.5*id(x1^-2 * x2^-1 * x3^-1 * x4^-3) + -38075558984.47087,0,1
energyHeating,"{'expolim': 1, 'max_terms': 10}",0.5464465258606094,0.4349130117196544,0.0006202619679924582,861.4839603900909,-23794346.402168*sqrt.abs(x1^-2 * x2^-3 * x4^2) + 21.376724*log(x0 * x1^-3 * x2^-1 * x3^-1 * x4^2) + 32947266.164018*sqrt.abs(x0^-2 * x1^-3 * x3^-2 * x6) + -1.598963*cos(x0 * x1^3 * x2 * x3^-3) + 5.867199*sin(x0^-1 * x1^2 * x2^-1 * x3^-1 * x4) + 147223446.313169*cos(x0^-1 * x1^2 * x2^-1 * x3^-2 * x4^-3) + -0.987311*tanh(x0^2 * x2^-1 * x3^-1 * x4^-1 * x6^-1) + 89.863628*log(x0^-2 * x1^-3 * x2 * x3 * x4^-2) + -147221733.37289163,0,2
energyHeating,"{'expolim': 3, 'max_terms': 2}",0.5693644568900771,0.4610832406142677,0.0006724102032450702,863.7648060321808,-2.158046*cos(x1 * x2^-2 * x3^2) + 90.736367*sqrt.abs(x1^-2 * x2^3 * x3^-1) + 3.511239*cos(x1 * x2 * x3^2) + 4800.324197*sqrt.abs(x1^-1) + 15.59006*sqrt.abs(x0^2 * x2 * x3^-1 * x6) + -1.713027*sin(x0^3 * x1^2 * x2^-1) + -172232.115149*id(x0^-1 * x1^-1 * x2^-2 * x3^2 * x4^-3) + -1251506.733844*tanh(x3^-2) + -183.31012442477345,0,3
energyHeating,"{'expolim': 1, 'max_terms': 2}",0.5820797002525542,0.4656604255964623,0.0007041188306779265,848.1145763397217,5.883323*cos(x0^2 * x1 * x2 * x4) + 5.545349*cos(x0^-2 * x2^2 * x3^-1 * x4^2) + 11.240412*sqrt.abs(x0 * x1^-1 * x2 * x4 * x6) + -80701.687726*cos(x0^3 * x1^-1 * x2^-1 * x3^2 * x4^-1) + 0.938255*tanh(x0 * x1^2 * x2 * x3^-1 * x4^-1 * x5 * x6) + 0.550027*cos(x2^3 * x4^-1) + -280979.539504*tanh(x0 * x1^-1 * x2^-1 * x3 * x4^-1) + 1.30102*cos(x0^2 * x3 * x4^-1) + 80746.068078503,0,4
energyHeating,"{'expolim': 3, 'max_terms': 4}",0.5083655798744459,0.4052626488038472,0.0005368729551051322,861.7721467018127,0.494882*sin(x1^2 * x4) + -1.775763*sin(x0^2 * x1 * x2^3 * x3 * x4^-2) + 180.602145*sin(x1^-1 * x2^2 * x3^-2 * x4^2) + 2.290189*tanh(x0^3 * x1^2 * x2^2 * x4 * x5 * x6 * x7) + -3.428253*sin(x0^2 * x1^2 * x3 * x4^3) + 3951.854918*sqrt.abs(x1^-2 * x2^2 * x3^-2 * x6) + 12019792.377273*cos(x0^-1 * x3^-2 * x4^2) + -359474.981417*cos(x0^-1 * x1 * x2^-1 * x3^-1 * x6^2) + -11660315.898204472,0,5
energyHeating,"{'expolim': 1, 'max_terms': 4}",0.5900992224328718,0.4572544047110215,0.0006559432419768048,863.7379460334778,34910.369936*sqrt.abs(x0^-1 * x1^-2 * x2^-1 * x3^2) + -4.626048*sin(x0 * x1^2 * x2 * x3^-1) + 45.207914*sqrt.abs(x0^2 * x1^-2 * x2^2 * x6) + 27.835826*log(x1^-2 * x3 * x4^-2) + -0.710255*sin(x0^2 * x1^3 * x2^2) + 320.273452*log(x0^2 * x1 * x2^2 * x3^-1) + 95.00798*log(x0 * x1^-3 * x2^-1 * x4) + -189.531065*log(x0^-2 * x1^-1 * x2^-2 * x3^-2) + -7199.30985140808,1,0
energyHeating,"{'expolim': 2, 'max_terms': 8}",0.573254007184999,0.4406808282492998,0.0006194126447099444,862.0406229496002,-4.600393*sin(x0^2 * x1^2 * x4^-2) + -0.410464*sin(x2 * x3^2 * x4) + -5.882229*id(x0^-2 * x1 * x2^-1) + -818373556.765866*exp(x2^-1 * x3^-2 * x4^-1) + -1.408784*sin(x0^2 * x1^2 * x2^-2 * x4) + -2.07798*sin(x0 * x1^-1 * x2^2 * x4^2) + 0.703351*sqrt.abs(x0^3 * x1 * x2 * x3^-1 * x6) + -5.368675*sin(x0^-1 * x2^2) + 818373613.5546336,1,1
energyHeating,"{'expolim': 1, 'max_terms': 4}",0.6092873833526606,0.4528538708384773,0.0006981894353106461,856.0015554428101,-4.445025*cos(x0^-1 * x1^-1 * x2 * x3 * x4) + -1.678337*cos(x0^-2 * x4^2) + -2.966722*cos(x1^2 * x2^2 * x3^-1 * x4^2) + 0.635962*sin(x0 * x1^-1 * x2^2 * x3^2 * x4^-2) + -30169034.98468*sin(x1^2 * x2^-3 * x3^-2) + 11.957513*sqrt.abs(x0 * x1^-1 * x2 * x4 * x6) + 2.573434*log(x0^3 * x1 * x2^3 * x3^-1) + 6.605425*cos(x0 * x4) + -15.480615399069901,1,2
energyHeating,"{'expolim': 2, 'max_terms': 4}",0.5698137436621031,0.4554034756966369,0.0006128406157629507,864.735310792923,2.229134*sin(x0^-1 * x2 * x3 * x4^2) + 62.209264*log(x1^-1 * x4^-2) + -234840.418779*exp(x1^-1 * x2^2 * x3^-2 * x4^-1) + 12040.930087*sqrt.abs(x1^-1 * x2^2 * x3^-2 * x4^-1) + 0.982466*tanh(x0^2 * x1^-1 * x2^3 * x3 * x4^-1 * x5^-1 * x6^2 * x7^2) + 3.702068*cos(x1^2 * x4^-2) + 2.112246*id(x1 * x2 * x3^-2 * x4) + 1066.758208*sqrt.abs(x0^2 * x1^-3 * x2^2 * x6) + 235228.9400765727,1,3
energyHeating,"{'expolim': 1, 'max_terms': 4}",0.5954689120944225,0.4695056688552631,0.0006678545633523451,857.9549436569214,-1.835785*sin(x2^-1 * x3^2) + 37.175527*sin(x2^2 * x3^-2) + -53629.370148*id(x0^-1 * x2^-1 * x4) + 71.197878*sqrt.abs(x0 * x2 * x4^-2) + 5941074.431311*tanh(x0^-1 * x2^-2 * x4) + 3037.710078*exp(x0^-2 * x2^-1 * x4^2) + 22.126793*log(x0^2 * x1^-1 * x2^3 * x4^3) + 171.226749*sqrt.abs(x0 * x2 * x3^-2 * x6) + -3354.0760306405464,1,4
energyHeating,"{'expolim': 1, 'max_terms': 10}",0.5762870824058126,0.4368921037463401,0.0006271567113065765,866.0776081085205,19.335341*log(x1^2 * x4^2) + -1.376741*sin(x0^3 * x1^3 * x2) + -5.235079*cos(x1^-1 * x3^3 * x4^-1) + -1.911771*sin(x1 * x4) + -1.964705*tanh(x0^-1 * x1^-1 * x2 * x3^-3 * x4^-3 * x6^-1 * x7^-1) + 251649.538281*id(x0^2 * x1^-2 * x2^2 * x3^-1 * x4^-2 * x6^2) + -70110944.970086*cos(x0^-3 * x1^-1 * x4^-2) + 840.93784*sqrt.abs(x0^2 * x1^-3 * x2^2 * x6) + 70110647.05214995,1,5
energyHeating,"{'expolim': 3, 'max_terms': 2}",0.4888099575142497,0.3949342123874352,0.0004962976860657511,864.6537027359009,1.55327*cos(x0 * x1^-1 * x3^2 * x4^-1) + 3.254977*sin(x1^2 * x2^-2 * x3^2 * x4^-2) + 33994.870033*sqrt.abs(x3^-3 * x6^2) + -3.788937*cos(x0^2 * x1 * x2^-2 * x3^2 * x4^-1) + -2.078949*cos(x0^-1 * x1^2 * x3^-2 * x4^2) + 103.257021*log(x0^-1 * x4) + 224808.971037*exp(x1^-1 * x4^-1) + 4.466508*tanh(x1 * x2 * x5^2 * x7) + -225058.46175807345,2,0
energyHeating,"{'expolim': 3, 'max_terms': 8}",0.5282393445478438,0.42979564986728025,0.0005807688254338357,946.2751264572144,2656.828491*sqrt.abs(x3^-2 * x6) + -0.942213*sin(x0^-1 * x1^2 * x4) + -2.672059*sin(x1 * x4^3) + -4.423029*sin(x0^-1 * x1^2 * x4^2) + -8.4e-05*id(x0^2 * x3^2 * x4^2) + -0.787702*tanh(x0^-3 * x1^-3 * x2^-2 * x3^-1 * x4^-3 * x5^3 * x6^-2 * x7^-1) + 12.212994*sin(x3) + -125919.051145*exp(x0^-1 * x3^-1 * x4^-2) + 126014.27824390524,2,1
energyHeating,"{'expolim': 3, 'max_terms': 4}",0.5223653089422255,0.4348340615453342,0.0005685442153063021,951.6117198467256,-1e-06*sqrt.abs(x1^3 * x3^3 * x4^2) + -186.117613*log(x0^-2 * x3^-2 * x4^-1) + 2775.811866*sqrt.abs(x3^-2 * x6) + 0.089564*id(x1^2 * x3^-2 * x4^2) + 0.001816*sqrt.abs(x1^2 * x3^2 * x4) + 4.147166*sin(x2^3 * x4^2) + 267.17843*sin(x2^2 * x3^-2 * x4^-1) + 44.102833*log(x2^-3 * x3 * x4^-1) + -1941.780564163443,2,2
energyHeating,"{'expolim': 3, 'max_terms': 10}",0.5010222753597143,0.3929383568438517,0.0005213288625090006,867.8380920886992,2.458026*sin(x2^3 * x3^2 * x4^-1) + -31.550857*log(x1^-1 * x4^-1) + 0.848306*cos(x1^2 * x3^-2 * x4^2) + -3.036865*cos(x1^2 * x3^-1) + -3.260743*cos(x1^-1 * x3^3 * x4^-1) + 197.61051*sin(x0^-3 * x2^-2 * x3 * x4^2 * x6^3) + -2.245519*tanh(x0^2 * x2 * x3^-3 * x4^-2 * x7^-1) + 175.695709*sqrt.abs(x0 * x1^-1 * x2^2 * x3^-2 * x6) + -238.54427510752987,2,3
energyHeating,"{'expolim': 2, 'max_terms': 2}",0.5231202137673355,0.4405682173719654,0.0005704291293984687,869.5742628574371,-128331793.264767*cos(x0^2 * x1^-1 * x2^-2 * x3^2) + 2.522413*cos(x0^-2 * x1^2 * x2 * x3^-1) + 0.994025*sin(x0 * x2^-1 * x3^2 * x4^-2) + 4.491627*sin(x0^2 * x1 * x4^2) + -1.082395*sin(x0^-1 * x3^2) + 2770.346862*sqrt.abs(x3^-2 * x6) + -3.174336*sqrt.abs(x1 * x2^-2 * x4^2) + -751275.918836*exp(x0 * x1^-2 * x3 * x4^-1) + 129083123.74463032,2,4
energyHeating,"{'expolim': 2, 'max_terms': 6}",0.5158511649307926,0.43194032912336855,0.0005547993401910274,859.0379276275635,-192.34718*log(x3) + 309.394056*sqrt.abs(x0^2 * x4^-2) + 153810.378606*cos(x2 * x3^-2) + 2.69842*cos(x2^2 * x3^2) + -4.833472*sin(x2 * x4^-1) + -3595444245166.2866*tanh(x2^-3 * x3^-2 * x4) + 2772.437905*sqrt.abs(x3^-2 * x6) + -1.437313*sin(x2^2 * x4^-1) + -152810.3101560944,2,5
energyHeating,"{'expolim': 3, 'max_terms': 8}",0.5935970436329439,0.4429946555631856,0.0006597616389241263,864.4355239868164,-3.350098*sin(x1^-1 * x2 * x3^2) + 1.55135*tanh(x0^3 * x1 * x2 * x3^2 * x4^3 * x6^3 * x7^2) + -3.230351*cos(x2^2 * x3 * x4^2) + 530681.913485*exp(x0^-1 * x1 * x3^-3 * x4^-2 * x6) + 0.548278*sin(x2 * x3^2 * x4^2) + -69312687.378371*sin(x2^-1 * x3^-2) + -56.480769*sqrt.abs(x1 * x2^-1 * x4^-1) + 866.168159*sqrt.abs(x3^-2 * x4 * x6) + -530620.3846422569,3,0
energyHeating,"{'expolim': 2, 'max_terms': 2}",0.6003162381321591,0.4609575182415505,0.0006741919348673942,873.3355677127838,3.517155*sin(x0^2 * x1^2 * x3^-1 * x4) + -2.122588*sin(x0 * x3^2 * x4^2) + 0.007104*id(x0^-2 * x1 * x4) + 60314.943716*sqrt.abs(x0^-1 * x1^-1 * x3^-2 * x6) + 4238.915195*sqrt.abs(x0 * x1^-1 * x4^-1) + 4751417.371792*tanh(x0^-1 * x1 * x2^-3 * x3^-1 * x4) + -0.656588*tanh(x0 * x1^-3 * x2^-1 * x3^-3 * x4^2 * x5^-2 * x7^-1) + 535.152693*cos(x4^-1) + -616.0036163736974,3,1
energyHeating,"{'expolim': 2, 'max_terms': 10}",0.5965639439405627,0.4555491982292416,0.0006654511031017888,870.5515837669373,-0.0*id(x1^2 * x3^2) + 6.279793*sin(x0^-1 * x2 * x3^2) + 131.14274*sqrt.abs(x0^2 * x1 * x3^-2 * x6) + 6e-06*sqrt.abs(x0^-1 * x1^2 * x2^2 * x3) + -0.192257*sin(x1^2 * x3^-1) + -4.130358*sin(x0 * x1 * x2^-2 * x3^2) + -0.767795*sin(x0^-2 * x1^2) + -0.868403*tanh(x0^-1 * x2^-2 * x3^-3 * x4^-2 * x5^-2 * x6^-2 * x7^-1) + 13.877992206288503,3,2
energyHeating,"{'expolim': 2, 'max_terms': 8}",0.6285321637229794,0.4955018127042482,0.0007409592894246997,872.9119389057159,-98.469779*log(x0^-1 * x1^3 * x2^-1 * x3^2) + 290850575381.77673*cos(x2^-1 * x3^-1) + -42.068491*cos(x0^2 * x2 * x4^-3) + -8644.379762*id(x0^2 * x1^-1 * x2^2 * x3^-2) + 7.669246*cos(x0 * x2) + 6.028382*cos(x0^-2 * x1^2 * x2^-2 * x3) + 4.213936*tanh(x1^3 * x2^-2 * x3^2 * x4 * x5^2 * x6^3) + 0.008545*sqrt.abs(x0^3 * x1^3 * x3^-1 * x4 * x6^2) + -290850572879.75214,3,3
energyHeating,"{'expolim': 2, 'max_terms': 2}",0.6127025396836219,0.4739429313314506,0.0007030336094366548,855.3490355014801,11.89715*sqrt.abs(x0^3 * x4 * x6) + 11702170.828861*cos(x0 * x1^-1) + 3.894774*cos(x0^-1 * x1^2) + -0.280322*sin(x0^-2 * x4^2) + 17.362101*tanh(x0^3 * x2^2 * x3^-2 * x4^-1 * x5 * x6^3) + -12.089876*sqrt.abs(x0^2 * x1 * x4^-3) + 4.473202*sin(x0^-1 * x1^3 * x2^3 * x4^-2) + -53581629.514226*sqrt.abs(x0^2 * x1^-2 * x2^-3 * x3^-1 * x4^2 * x5 * x6^3) + -11702123.568004666,3,4
energyHeating,"{'expolim': 3, 'max_terms': 2}",0.6385666397397602,0.4917362946155022,0.0007639397585565016,869.9408710002899,-2.095244*sin(x1 * x3^2 * x4) + 31833.271217*id(x1^-3 * x2^3 * x3^-1 * x4^-1) + 3.678963*sin(x1^2 * x4^2) + 709.585379*exp(x1^-1 * x3 * x4^-1) + 2.799924*sqrt.abs(x0^3 * x1^-2 * x2^3 * x6) + 12010790066.780563*cos(x0^-3 * x2^-2) + 2.975039*sqrt.abs(x1 * x4) + 4.448215*sin(x1 * x2^3 * x4) + -12010790976.457859,3,5
energyHeating,"{'expolim': 3, 'max_terms': 8}",0.6297128726850361,0.4757987426944764,0.0008534591042842702,854.1465394496918,-8.554018*cos(x0^-2 * x4^3) + 145.930157*log(x0^-1 * x1^2 * x4^-2) + -466.867492*cos(x0^2) + -866.252477*id(x0^-1 * x4^-1) + 0.50694*sqrt.abs(x0^2 * x2 * x4 * x6) + -12976.794155*sqrt.abs(x0^2 * x1^-1 * x4^-1) + 75745.524709*tanh(x2^-2 * x4^2) + 0.887*tanh(x0^-3 * x1^2 * x2^-2 * x3 * x4^2 * x6^2 * x7) + -673.1185327728341,4,0
energyHeating,"{'expolim': 1, 'max_terms': 2}",0.6046737573495526,0.4479641921519344,0.0007883342520012607,863.3380222320558,-1.943299*sin(x0 * x1 * x2^-1 * x3^3) + 0.006718*sqrt.abs(x0 * x2^2 * x4^3) + -1.535527*tanh(x0^-1 * x2 * x3^-1 * x4 * x6^2) + 9177.227005*sqrt.abs(x1^-2 * x2 * x3^-1 * x6) + 3.697536*sin(x1^2 * x2^2 * x3^2) + 115512.266121*cos(x0 * x1 * x2^-1 * x3^-1) + 40.593423*log(x0^-1 * x2^-1) + -2642336.950239*sin(x0^-2 * x1^-1 * x2^-1) + -115273.53561881167,4,1
energyHeating,"{'expolim': 3, 'max_terms': 10}",0.6260816719807828,0.4778618626812706,0.0008459480965135513,862.0022439956665,1.342258*sin(x0^-2 * x1^2 * x2^2 * x3^-1 * x4^-2) + 11950418.927572*exp(x0^2 * x1^-2 * x4) + 3.857752*cos(x1 * x3^-1 * x4^2) + -55101.425495*exp(x0^-2 * x3^-1 * x4^-1) + 422.117868*cos(x0^2 * x1^-2 * x3^2 * x4) + 7.60275*sqrt.abs(x0^2 * x1 * x2 * x3^-2 * x6) + 306983271.131605*cos(x1^-1) + 263116924057.84317*exp(x1^-2 * x3^-1 * x4^-3) + -263435802706.74118,4,2
energyHeating,"{'expolim': 1, 'max_terms': 10}",0.6128835975884879,0.4586445553162519,0.0008106847059228668,852.9462447166443,-19.351495*cos(x2 * x3^-1) + -3.069119*cos(x0^2 * x3^2 * x4^3) + -0.841392*tanh(x2^-2 * x4^-1 * x6^-3 * x7^-2) + -25.693934*log(x2^-1 * x3^-1 * x4^-3) + 89.546386*sqrt.abs(x3^-1 * x4 * x6) + -2.369798*cos(x2^2) + 142657.602068*sin(x0^-2 * x2^-1 * x4^-3) + -640286690.332215*cos(x2^-1 * x4^-2) + 640286271.4277251,4,3
energyHeating,"{'expolim': 2, 'max_terms': 4}",0.6494948878170882,0.5002838271756264,0.0009089486312995592,863.492014169693,1.851722*cos(x2 * x3) + -3774.161621*sqrt.abs(x0 * x2^-1 * x3^-1 * x4) + 1.123481*cos(x0 * x1^2 * x2 * x4^-1) + 5.123224*cos(x0^-1 * x1^2 * x2^-1 * x4^-1) + 28.380468*sqrt.abs(x0^3 * x2^2 * x3^-2 * x4^-1 * x6) + -1.255848*id(x2^-1 * x3 * x4) + -1.17771*sin(x0^2 * x1 * x2^3 * x3^-2 * x4^-1) + -425.491881*sqrt.abs(x1^-1 * x3 * x4^-2) + 97.7061419771412,4,4
energyHeating,"{'expolim': 2, 'max_terms': 10}",0.6239007233940691,0.4628704794092118,0.0008396719507886334,862.9282023906708,-4.469296*cos(x0^2 * x1^3 * x2^-2 * x3 * x4^3) + 9667637094.322887*cos(x0 * x1^-3 * x2^-2 * x3^3 * x4^3) + 840.038873*sqrt.abs(x1 * x2^-1 * x3^-2 * x4 * x6^2) + -0.816261*cos(x0^2 * x1 * x2 * x4^2) + -0.51967*cos(x0^-1 * x1 * x4^-2) + 4.308812*tanh(x0^-3 * x1^3 * x3^3 * x4^-1 * x5^-2 * x6^2 * x7) + -39.773683*cos(x4^2) + 1.881214*cos(x1 * x2^2 * x4^-1) + -9667637052.756393,4,5
towerData,"{'expolim': 1, 'max_terms': 8}",28.78046930789023,21.730913528284784,0.007075333332197537,10182.324905872343,319.781601*log(x1 * x2^2 * x3^-1 * x4^-1 * x5 * x6^2 * x7^-2 * x8 * x9 * x11^-2 * x12^-2 * x13^2 * x17^-2 * x19 * x22^2 * x23^-2 * x24^-1) + -1276.117063*log(x0 * x1^-1 * x5^-1 * x7 * x8^-1 * x9^-1 * x10 * x11 * x12 * x13^-1 * x14 * x15 * x17 * x19 * x20^-1 * x22^-1 * x23 * x24) + 1448.083838*log(x0 * x2^2 * x3^-1 * x4^-1 * x6^2 * x10 * x11^-2 * x13^-1 * x15 * x19^2 * x20^-2 * x22^-1 * x24^2) + 3.17025*id(x0^2 * x2^-1 * x4^-1 * x6^-3 * x7 * x8 * x10^-1 * x12 * x14 * x16 * x19 * x22^-1 * x23 * x24^-1) + -246.630375*log(x0^-2 * x1^2 * x2^-3 * x3^2 * x4^2 * x5^-2 * x6^-2 * x7^-1 * x8^2 * x9^2 * x10^-2 * x12^-1 * x13^3 * x14 * x15^-2 * x17^-1 * x20^3 * x22 * x23^-1) + 2257.240151*log(x0^-1 * x1^-1 * x2^-1 * x3 * x4 * x5^-1 * x6^-1 * x7 * x8^-1 * x9^-1 * x10^-1 * x11^-1 * x12 * x14 * x15^-1 * x17 * x20 * x23) + 583.505107*log(x1^2 * x2^-1 * x5^2 * x6^-1 * x7^-1 * x8^2 * x9^2 * x11^-1 * x12^-1 * x13^2 * x14^-1 * x17^-1 * x19^-2 * x20^2 * x22^2 * x23^-1 * x24^-2) + 1536.959768*sin(x0^2 * x3^-1 * x6 * x7^-1 * x8^-1 * x10 * x12^-1 * x13^-1 * x14^2 * x15^2 * x16^-1 * x19 * x20^-2 * x22^-1 * x23^-1) + 25485.3295223102,0,0
towerData,"{'expolim': 1, 'max_terms': 8}",29.237502316108788,22.65682343739509,0.0072993593526805905,10252.400075435638,550.881966*log(x0^-2 * x2 * x3^2 * x4^-2 * x5 * x6 * x7 * x8 * x9^2 * x10^2 * x11^-2 * x12^-1 * x13 * x15^2 * x16^2 * x17 * x19 * x20 * x21^-1 * x22^2 * x24^2) + 4.323218*log(x0 * x2^-2 * x3^-1 * x4^2 * x5^-2 * x6 * x7^-2 * x8^2 * x10^-1 * x11^-1 * x12^2 * x17^-2 * x19^-1 * x20^-2 * x21^3 * x23^-2 * x24^-1) + -95857.613653*cos(x0^-1 * x3^2 * x4^3 * x6^-1 * x8^2 * x10^-1 * x11 * x12^-2 * x15^-2 * x16^-1 * x19^2 * x22^-2 * x23^-1 * x24^2) + -244.332717*log(x3^2 * x4^-2 * x8^2 * x10^2 * x11^-1 * x12^-1 * x15^-3 * x16^2 * x19 * x20^2 * x22 * x23^2 * x24^2) + -578.738671*log(x2 * x3 * x6 * x7 * x9^2 * x10 * x11^2 * x15^-2 * x16 * x17 * x19^-3 * x20 * x21^-1 * x22^-1 * x23^-1 * x24) + 874309716.737722*tanh(x0^3 * x3^-1 * x8^-1 * x10^-1 * x15 * x16^-1 * x20^-2 * x22 * x23^-1 * x24^-1) + -111497286.31981*id(x2^-1 * x3^-1 * x4 * x5^-3 * x6^-3 * x7^-1 * x9^2 * x12^2 * x16^-1 * x17^-1 * x19^-1 * x20^2 * x21^2 * x22^-3 * x23^2 * x24^-1) + -237300.057884*sqrt.abs(x0^2 * x2^-1 * x4^2 * x5^-1 * x6 * x7^-1 * x8^-2 * x9^-2 * x11^-2 * x12^2 * x16^-3 * x17^-1 * x19^-1 * x20^-1 * x21^2 * x23) + 79697.69798276319,0,1
