gen,bestfit,pmean
0,16.692771962700835,9e+299
1,16.71751226681435,8.600000000000001e+299
2,16.64832695777227,7.1e+299
3,14.572005883223015,6e+299
4,16.366775556978013,4.799999999999999e+299
5,15.08493617659785,3.9e+299
6,14.576768231900244,2.5e+299
7,15.017420601714381,1.3000000000000002e+299
8,15.017420601714381,5e+298
9,14.511033574109538,7e+298
10,13.824571168828198,4.0000000000000003e+298
11,13.824571168828198,9e+298
12,13.824571168828198,4.0000000000000003e+298
13,13.824571168828198,4.0000000000000003e+298
14,13.790726136117977,4.0000000000000003e+298
15,13.790726136117977,1.0000000000000001e+298
16,13.757949680778943,4.0000000000000003e+298
17,13.543706351211666,1.0000000000000001e+298
18,13.380657136423478,1.0000000000000001e+298
19,13.159894037707089,3.0000000000000003e+298
20,12.683015765131357,4.0000000000000003e+298
21,12.683015765131357,5e+298
22,12.63432964874678,6.000000000000001e+298
23,12.63432964874678,3.0000000000000003e+298
24,11.255996068248592,3.0000000000000003e+298
25,11.255996068248592,4.0000000000000003e+298
26,11.025047339129742,2.0000000000000002e+298
27,10.958752903153572,2.0000000000000002e+298
28,10.82044727684722,1.0000000000000001e+298
29,10.74999476337254,2.0000000000000002e+298
30,10.745196213287082,3.0000000000000003e+298
31,10.74999476337254,3.0000000000000003e+298
32,10.481684469351395,6.000000000000001e+298
33,10.481684469351395,5e+298
34,10.367690042028798,5e+298
35,10.298793735958673,5e+298
36,9.9959119889525,1.0000000000000001e+298
37,9.9959119889525,6.000000000000001e+298
38,9.9959119889525,1.0000000000000001e+298
39,9.685281901287492,4.0000000000000003e+298
40,9.394860799630573,2.0000000000000002e+298
41,9.654307490496244,3.0000000000000003e+298
42,9.197338096323096,2.0000000000000002e+298
43,9.197338096323096,1.0000000000000001e+298
44,9.09949242585367,9.808534347841729
45,8.80645819394872,9.615537215397818
46,8.643371722421886,1.0000000000000001e+298
47,8.643371722421886,9.384609137103798
48,8.26334888801442,9.271173505890921
49,8.20143594292141,9.158292510570522
50,8.20143594292141,9.074914770931123
51,8.534905224619449,9.036399350124496
52,8.599185384313717,8.999604003144954
53,8.130010374855067,2.0000000000000002e+298
54,8.130010374855067,8.779957630547115
55,8.130010374855067,1.0000000000000001e+298
56,8.130010374855067,8.649980000802385
57,8.07338373131935,8.565719653691543
58,8.024090163250795,8.527000220741476
59,8.009366362570168,1.0000000000000001e+298
60,7.7174150679027065,1.0000000000000001e+298
61,7.7174150679027065,8.34334418386428
62,7.7174150679027065,8.323278131600285
63,7.7174150679027065,8.225018089297043
64,7.7174150679027065,2.0000000000000002e+298
65,7.541676937001323,8.234471341953993
66,7.541677111432564,8.176559067831072
67,7.541677111432564,8.03405557990797
68,7.488275938691402,1.0000000000000001e+298
69,7.404238841433527,8.007868567795986
70,7.404238841433527,1.0000000000000001e+298
71,7.37428553178301,7.908660943350407
72,7.25128787184283,7.756030730590088
73,7.25128787184283,3.0000000000000003e+298
74,7.25128787184283,1.0000000000000001e+298
75,7.255631434409576,7.666253459983437
76,7.254579491269004,1.0000000000000001e+298
77,7.160622827851053,3.0000000000000003e+298
78,7.160622827851053,7.418868558997133
79,7.160622827851053,7.32999082351833
80,7.160622827851052,7.339754611290449
81,7.085496398206895,7.315159873789131
82,7.085496398206895,1.0000000000000001e+298
83,7.091648435953419,2.0000000000000002e+298
84,7.091648435953419,1.0000000000000001e+298
85,7.091648435953419,2.0000000000000002e+298
86,7.079022200888603,2.0000000000000002e+298
87,7.06014445225358,1.0000000000000001e+298
88,7.06014445225358,7.203642375889281
89,7.019692638044691,1.0000000000000001e+298
90,7.019692638044691,2.0000000000000002e+298
91,7.019692638044691,1.0000000000000001e+298
92,6.9401770018718585,1.0000000000000001e+298
93,6.9401770018718585,2.0000000000000002e+298
94,6.9401770018718585,7.231707310903901
95,6.921314603265482,2.0000000000000002e+298
96,6.921314603265482,1.0000000000000001e+298
97,6.921314603265482,7.101136904178555
98,6.921314603265482,2.0000000000000002e+298
99,6.921314603265482,7.128785849981568
100,6.921314603265482,7.1366179510609165
101,6.921314603265482,7.066721927555449
102,6.905997858020038,2.0000000000000002e+298
103,6.905997858020038,7.117398933036364
104,6.886002256726644,2.0000000000000002e+298
