gen,bestfit,pmean
0,0.8689516315494915,5.199999999999999e+299
1,0.8643749390301239,3.2000000000000002e+299
2,0.8549429715363898,1.5e+299
3,0.8452540654286528,2.0000000000000002e+298
4,0.8307817134924016,4.0000000000000003e+298
5,0.8307817134924016,0.8634059265086275
6,0.8307817134924016,0.8587259771079296
7,0.8307817134924016,0.852337365898567
8,0.8150264697608571,0.8448220801018697
9,0.7941410276814326,0.8408156044863838
10,0.7941410276814326,0.8357871236756376
11,0.7941410276814326,1.0000000000000001e+298
12,0.7619879283122146,0.8288530482545085
13,0.7619879283122146,0.8250254560006716
14,0.7619879283122146,0.8200292957985682
15,0.7619879283122146,0.8189612265317576
16,0.7619879283122146,0.8177433027623064
17,0.7619879283122146,0.8145783636464968
18,0.7619879283122146,0.8094150571576034
19,0.7596779123976597,0.8044051514219865
20,0.7596779123976597,0.7946804945640161
21,0.76019463697,0.7855737666884347
22,0.76019463697,0.7821128482021384
23,0.76019463697,0.7798815012625407
24,0.76019463697,0.773104792786039
25,0.76019463697,0.7704012243835429
26,0.7595825458866733,0.7708785008040057
27,0.7595825458866733,0.7678083460272935
28,0.76019463697,1.0000000000000001e+298
29,0.7601887197504177,0.7693325858219751
30,0.7601887197504177,1.0000000000000001e+298
31,0.7605367446177211,0.7658228827713307
32,0.7549271508999047,0.7654121890165385
33,0.7549271508999047,0.7640714970183567
34,0.7549271508999047,0.7657804902149841
35,0.7549271508999047,0.7661994939072498
36,0.7549271508999047,0.7667529678300232
37,0.7544968234912289,0.7648182897415334
38,0.7544968234912289,0.7631241515308751
39,0.7544968234912289,0.7636951303757193
40,0.7534043915018505,0.7642138660124351
41,0.7544968234912289,1.0000000000000001e+298
42,0.7544968234912289,0.7613145200773291
43,0.7525351862932419,0.7635858776578948
44,0.7521869815818844,0.7619331598723414
45,0.7544811633720991,1.0000000000000001e+298
46,0.7475893402108746,0.761674639715627
47,0.7475784225778851,0.760254821940137
48,0.7475784225778851,0.7598020163064078
49,0.7475784225778851,0.7618977018169537
50,0.7474950836100248,0.7612866010842947
51,0.7474950836100248,0.7606907932248126
52,0.7474950836100248,0.7596314849726489
53,0.7474950836100248,0.7602518565581937
54,0.7474912542110116,0.7573854498418475
55,0.7474912542110116,0.7562737764167955
56,0.7468138187794018,0.755215434056639
57,0.7468138187794018,0.7562429974930872
58,0.7468138187794018,1.0000000000000001e+298
59,0.7474912542110116,0.7555458991478922
60,0.7477066867214349,0.7563360836523431
61,0.7477066867214349,0.7554633783897409
62,0.7474563736520016,0.7559217813043821
63,0.7466140863532077,0.7548870273623355
64,0.7472702734627577,0.7535230637421201
65,0.7469666991708751,0.7534581341736629
66,0.7472432349212925,0.7564603619758458
67,0.7465797819033492,0.7586892005831374
68,0.7464145401236014,0.7545895730354419
69,0.7464145401236014,0.7536405165610909
70,0.7468467018133386,1.0000000000000001e+298
71,0.7468727210196515,0.7575149938813566
72,0.7464239730263126,0.7580048231396417
73,0.7470686190478694,1.0000000000000001e+298
74,0.7471636995393369,0.7553531793563085
75,0.7471636995393369,0.7562068859477361
