gen,bestfit,pmean
0,5.287450038296388,7.9e+299
1,5.287450038296388,6.4e+299
2,5.258725855835068,4.599999999999999e+299
3,5.072918871722734,2.8000000000000004e+299
4,4.637850468179403,1.7e+299
5,4.468558628518269,6.000000000000001e+298
6,4.468558628518269,3.0000000000000003e+298
7,4.252564537823954,5.493018535227216
8,4.252564537823954,1.0000000000000001e+298
9,4.252564537823954,4.0000000000000003e+298
10,4.252564537823954,3.0000000000000003e+298
11,4.3324991407772595,4.969979150561113
12,4.230193489296912,4.8575276474653615
13,4.354221046599161,4.769827960767147
14,4.251746562565042,1.0000000000000001e+298
15,4.251746562565042,4.5612060448533995
16,4.251746562565042,4.51778245939174
17,4.251746562565042,4.485976131701827
18,4.251746562565042,1.0000000000000001e+298
19,4.251746562565042,1.0000000000000001e+298
20,4.185145403031773,1.0000000000000001e+298
21,4.18514349901624,4.372257152576305
22,4.157963933404641,1.0000000000000001e+298
23,4.157963933404641,4.347191929128662
24,4.149926002214206,4.363384546012497
25,3.8664891918576045,2.0000000000000002e+298
26,3.8664891918576045,4.292278108207695
27,4.064674411061479,4.324458817164273
28,4.064674411061479,4.287437261642221
29,4.040168388069351,4.231845978212859
30,3.9362871897927354,4.193757136939976
31,3.9362871897927354,4.184163427622802
32,3.9362871897927354,1.0000000000000001e+298
33,3.9362871897927354,4.1372244171337975
34,3.9362871897927354,4.136669729694514
35,3.9362871897927354,1.0000000000000001e+298
36,3.9362871897927354,4.090970647871573
37,3.9362871897927354,4.0000000000000003e+298
38,3.9362871897927354,3.0000000000000003e+298
39,3.9362871897927354,1.0000000000000001e+298
40,3.9362871897927354,2.0000000000000002e+298
41,3.9362871897927354,4.058587804648219
42,3.9362871897927354,1.0000000000000001e+298
43,3.8664224133884297,1.0000000000000001e+298
44,3.933526837367733,1.0000000000000001e+298
45,3.933526837367733,2.0000000000000002e+298
46,3.9139352944955763,4.082368525689543
47,3.9118469106620513,4.0134959634705645
48,3.8642936854919423,4.036696520232481
49,3.8642936854919423,1.0000000000000001e+298
50,3.8642936854919423,1.0000000000000001e+298
51,3.8642936854919423,3.97775194086833
52,3.8642936854919423,4.01156934117099
53,3.7886110289122,3.9739144049342343
54,3.8642936854919423,2.0000000000000002e+298
55,3.864293685491942,3.951999212408839
56,3.8443789995119446,2.0000000000000002e+298
57,3.8443789995119446,1.0000000000000001e+298
58,3.84596418253578,1.0000000000000001e+298
59,3.84596418253578,3.0000000000000003e+298
60,3.6791026910308706,2.0000000000000002e+298
61,3.6791026910308706,1.0000000000000001e+298
62,3.6791026910308706,2.0000000000000002e+298
63,3.6791026910308706,1.0000000000000001e+298
64,3.6791026910308706,4.024927699868487
65,3.6791026910308706,3.917606605991825
66,3.6791026910308706,3.86727608904413
67,3.675589228974263,3.923096055271588
68,3.675589228974263,3.8559736875429182
69,3.5186922030297243,3.8214106056519612
70,3.5186922030297243,1.0000000000000001e+298
71,3.5186922030297243,3.801117597814647
72,3.5186922030297243,3.756488159075174
73,3.5186922030297243,1.0000000000000001e+298
74,3.5186922030297243,3.0000000000000003e+298
75,3.5186922030297243,3.7673350878781626
76,3.5186922030297243,3.7852037189628533
77,3.5186922030297243,1.0000000000000001e+298
78,3.5186922030297243,3.7224852383237312
79,3.5186922030297243,3.7277690588980534
80,3.5186922030297243,3.704603434865061
81,3.4880914706419253,2.0000000000000002e+298
82,3.4880914706419253,3.685745457334926
83,3.4880914706419253,3.724687581083166
84,3.4880914706419253,3.709278842554748
85,3.4880914706419253,1.0000000000000001e+298
86,3.4880914706419253,3.7201023037499543
87,3.5108147332575013,3.71364770560161
88,3.5108147332575013,2.0000000000000002e+298
89,3.42662612098606,3.70641892293904
90,3.5124716115942767,1.0000000000000001e+298
91,3.4129453440730826,3.674628963321213
92,3.4129453440730826,1.0000000000000001e+298
93,3.4129453440730826,3.7169515443422347
94,3.4129453440730826,3.7002908114114366
95,3.4129453440730826,1.0000000000000001e+298
96,3.45094741355111,3.7087789706796968
97,3.4129453440730826,3.6258747929875352
98,3.4129453440730826,1.0000000000000001e+298
99,3.4129453440730826,2.0000000000000002e+298
100,3.4129453440730826,3.632823901486087
101,3.4129453440730826,3.0000000000000003e+298
102,3.4129453440730826,3.0000000000000003e+298
103,3.328309663392703,1.0000000000000001e+298
104,3.328309663392703,3.5927404090411046
105,3.328309663392703,3.5857682966937414
106,3.328309663392703,3.6116244283475836
107,3.3952109254617935,1.0000000000000001e+298
108,3.3952109254617935,3.5601221207969598
109,3.3952109254617935,3.5582948428194667
110,3.3952109254617935,3.5718660760688463
111,3.3952109254617935,1.0000000000000001e+298
112,3.3952109254617935,2.0000000000000002e+298
113,3.3952109254617935,1.0000000000000001e+298
114,3.3952109254617935,3.544333332557786
115,3.3949225840844086,1.0000000000000001e+298
116,3.3949225840844086,3.50011233812626
117,3.394922584084409,3.4892778168918084
118,3.394922584084409,3.514283478328074
119,3.3949225840844086,3.556660899353552
120,3.3949225840844086,1.0000000000000001e+298
121,3.3949225840844086,1.0000000000000001e+298
122,3.3949225840844086,1.0000000000000001e+298
123,3.394922584084408,3.0000000000000003e+298
124,3.3949225840844086,3.599766970661622
125,3.381790407523144,3.5693151447349396
126,3.3949225840844086,1.0000000000000001e+298
127,3.3949225840844086,3.0000000000000003e+298
128,3.3949225840844086,1.0000000000000001e+298
129,3.3949225840844086,3.532962174521598
130,3.3526832266251656,1.0000000000000001e+298
131,3.3526832266251656,3.5654213155030563
132,3.3526832266251656,3.517797695079959
133,3.33049433999816,3.580994024467598
