gen,bestfit,pmean
0,63.31401033260957,8.000000000000001e+298
1,63.31401033260957,81.84951606028038
2,62.839847825858456,1.0000000000000001e+298
3,54.62457736931677,1.0000000000000001e+298
4,54.62457736931677,67.89130265087017
5,54.46543706679392,64.8148811609403
6,54.46543706679392,63.255386671062794
7,54.46543706679392,62.05740721695181
8,53.62020413265233,60.30454998425311
9,53.8624315097797,57.80021999504837
10,53.516656922202216,56.51988768210666
11,51.38798156826608,54.996323308455324
12,51.38798156826608,1.0000000000000001e+298
13,51.38798156826608,54.387983941928724
14,51.38798156826608,1.0000000000000001e+298
15,51.387981562905466,52.78035135084188
16,51.29030434786167,52.421626200063095
17,48.617351412303584,52.341050648433544
18,48.617351412303584,51.736120172738076
19,45.97804208402088,1.0000000000000001e+298
20,45.97804208402088,51.64577211365597
21,45.97804208402088,50.66363847953133
22,45.95737954358738,49.99539881305528
23,45.95737954358738,49.28647858727895
24,44.105849026496806,48.7693627364521
25,44.06859909138546,47.771557797022844
26,42.69899193517889,47.24713501075082
27,42.69899193517889,1.0000000000000001e+298
28,42.69899193517889,46.784202326695386
29,42.69899193517889,46.45508133722179
30,42.69899193517889,46.26012352223698
31,42.69899193517889,45.87412620835071
32,41.65456638630136,45.09534563994936
33,41.65456638630136,44.95929091470968
34,41.60653829737017,44.10706553614929
35,41.60653829737017,43.748772504976074
36,39.26285585806821,43.112917335922
37,39.26285585806821,42.50409727058855
38,39.25471650834145,42.25163095118319
39,38.959401852320084,42.03736786201247
40,38.959401852320084,41.72232866582387
41,38.959401852320084,41.401795275998644
42,38.801176089763835,41.066971558500065
43,38.959401852320084,40.8610680478595
44,38.69240251015543,40.45136735732815
45,36.85691576287212,39.67386161895727
46,36.85691576287212,39.477308757306226
47,36.85729166216095,39.31266263281536
48,34.63900726977353,1.0000000000000001e+298
49,34.63900726977353,1.0000000000000001e+298
50,34.74272892482439,38.46161402866511
51,34.74272892482439,38.076919165427526
52,34.74272892482439,38.06885056134203
53,34.74272892482439,37.324726764444705
54,34.33992407564582,37.62626470183627
55,33.51504022954488,36.89493634316944
56,33.51504022954488,35.65514072161222
57,33.515040229544766,35.87132755429352
58,33.51504022954488,36.14996531942933
59,33.51504022954488,35.8172355209297
60,33.195498787208024,35.52517671017637
61,33.8323181511802,35.84152399473173
62,33.155800760216934,35.0236210879504
63,32.92705089810774,35.481145762338
64,32.9270508981077,35.18837221862627
65,32.9270508981077,34.899660689919564
66,32.64227124030737,34.21114190183046
67,31.92336204559719,35.35761802342253
68,31.92336204559719,34.440483498104435
69,31.92336204559719,33.81183282338235
70,31.923362045597187,33.99841618291988
71,31.92336204559719,33.92520469047154
72,31.92336204559719,33.7071027812783
73,31.83009008481212,1.0000000000000001e+298
74,31.830090084807424,33.395747019798506
75,31.830090084807424,33.38813639292481
76,31.830090084807424,33.64364136453585
77,31.830090084807424,34.076681027694775
78,31.830090084811687,33.49897081706774
79,31.75419770553677,34.01977577137538
80,31.716167945551483,33.526883232857124
81,31.716167945551483,33.15358618575314
82,31.706757049534563,33.314255186538965
83,31.716167945551483,33.724222432521195
84,31.716167945551483,34.05000888256582
85,31.716167945551483,33.52457245167344
86,31.716167945551483,33.03794207782207
87,31.61784087445072,32.93146306055001
88,31.61784087445072,32.87069835084756
89,31.716167945551483,33.152784890204934
90,31.716167945551483,33.156965459033785
91,31.716167945551483,33.67750061827905
92,31.716167945551483,33.0723134730524
93,31.7518762702627,33.555629126562714
94,31.7518762702627,33.342956411393615
95,31.7518762702627,33.47730207499706
96,31.7518762702627,33.52239474601305
97,31.751876270262606,33.70916006872979
98,31.704651070838537,33.5071153433227
99,31.704651070838416,33.41819360330579
100,31.657685869227386,33.26358915677453
101,31.657685869227386,33.35146964989045
102,31.704651070838434,33.11255553088691
103,31.704651070838434,33.896910553751155
104,31.704651070838434,33.51587729036667
105,31.704651070837613,33.056795952549436
106,31.704651070837613,33.570635441387005
107,31.704651070837613,33.3170242170224
108,31.660871397626988,33.549900775696834
109,31.59134738428895,33.33271163006909
110,31.704478976884026,33.30440684318719
111,31.704651070835112,32.8773306497239
112,31.704651070837613,33.033036532248204
113,31.680080006007163,32.910277657062394
114,31.680080006007163,32.65325283767856
115,31.680080006007163,33.12358948681904
116,31.680080006007163,33.10176016548062
117,31.669843692023562,32.98767253663169
118,31.64711749635347,32.51804544024576
119,31.64711749635347,32.888632899250936
120,31.595743691013304,32.79692093901225
121,31.595743691013304,33.02562993187986
122,31.582123524875275,32.6572360026638
123,31.582123524875275,32.85410061068873
124,31.582123524875275,32.75251434900442
125,31.582123524875275,32.990707952708156
126,31.57761920557757,33.44000855324331
127,31.57761920557757,33.23964890175269
128,31.54676199398925,32.52545413524695
129,31.54676199398925,32.764455561451754
130,31.54676199398925,32.6472678078022
131,31.54676199398925,32.74867041924976
132,31.54676199398925,32.683306234555744
133,31.54676199398925,32.51483965083367
134,31.54676199398925,32.568068858705914
135,31.54676199398925,33.12871548377664
136,31.555267493245275,33.00040255064283
137,31.519459886922036,32.59677014005556
138,31.519459886922036,32.39259927712911
139,31.555267493245275,32.601570594723256
140,31.556144496980785,32.543523192048866
141,31.556144496980785,32.451208352379915
142,31.556144496980785,33.12786928121493
143,31.556144496980785,32.8818801963436
144,31.556144496980785,32.79717024757769
145,31.460793394074535,32.83419917983249
146,31.460793394074535,32.74094005405887
147,31.52014962391005,33.2750118725907
148,31.52014962391005,33.38361583409383
149,31.52014962391005,33.22994495180144
150,31.52014962391005,1.0000000000000001e+298
151,31.52014962391005,33.07180113881368
152,31.52014962390994,33.42908667387031
153,31.52014962390994,32.876218832287506
154,31.39931436377514,32.794570097946774
155,31.39931436377514,1.0000000000000001e+298
156,31.39931436377514,32.91840181422594
157,31.39931436377514,33.1381562574736
158,31.39931436377514,33.20162030845454
159,31.39931436377514,32.735313940263126
160,31.39931436377514,32.52402638899726
161,31.39931436377514,32.97566104225863
162,31.39931436377514,32.74417231604499
163,31.44545325176341,32.59514193767214
164,31.44545325176341,32.54428339115634
165,31.44545325176341,32.32924616584057
166,31.44545325176341,32.813906434860066
167,31.232966957161132,1.0000000000000001e+298
168,31.232966957161132,33.08382891663609
169,31.232966957161132,32.75590672070157
170,31.232966957161242,32.520280387517296
171,31.232966957161242,33.41204389208984
172,31.232966957161242,33.545808814328815
173,31.232966957161242,32.505862751897126
174,31.232966957161242,32.518008365598405
175,31.232966957161143,32.46712165567139
176,31.232966957161143,32.13492955710489
177,31.232966957161143,32.43655274909518
178,31.232966957161143,32.45467843727035
179,31.232966957161143,32.696046819871654
180,31.284620680775692,32.495293503148915
181,31.35977647100392,32.631726029699784
182,31.35977647100392,32.76027360073414
183,31.35977647100392,32.14827982250633
184,31.353851612365514,32.42443511974891
185,31.319366352085108,32.34501848093231
186,31.285102327348536,32.16776856961919
187,31.319366352085108,32.274663056237294
188,31.281481554275548,32.35525312851416
189,31.281481554275548,32.42688644372922
190,31.281481554275548,32.071416781066
191,31.18441437627442,32.11932239140172
192,31.18441437627442,32.16174530117823
193,31.18441437627442,32.05468083524481
194,31.18441437627442,32.19118231323977
195,31.1844143762743,32.18554020441439
196,31.1844143762743,32.11965927939411
197,31.019890834389525,31.95624004991088
198,31.019890834389525,32.314516622271476
199,31.019890834389525,32.10541528529314
200,31.162855570783297,32.47936764024449
201,31.11834244284207,32.244238282809526
202,31.184414376273647,32.39317297405778
203,31.184414376273836,32.53676873540814
204,31.184414379800213,32.224979452286554
205,31.184414379800213,32.31026019965557
206,31.18441437980004,32.3338301475836
207,31.082758612182133,32.0884580772122
208,31.082758612182133,32.06159554206599
209,31.14103678300629,32.20889693329454
210,31.14103678300629,32.20201279366429
211,31.14103678300629,32.163830217178486
212,31.14103678300629,32.235181021037135
213,30.811888258663753,32.407373084910304
214,30.811888258663753,32.407291316150776
215,30.81188825866365,32.284099853983264
216,30.81188825866365,32.189594815873704
217,30.796944382486814,32.81970003029566
218,30.81188825866365,32.43702608288786
219,30.81188825866347,32.205828749082265
220,30.81188825866347,32.26671218635936
221,30.81188825866347,32.419456337027746
222,30.811806033822073,32.34624325769934
223,30.410925414670622,32.34017790817645
224,30.739740723122924,32.078664026892774
225,30.722600395332798,31.980307595922
226,30.722600395332798,32.53562368374299
227,30.739740723122924,33.263343534257224
228,30.739740723122924,32.22220669073989
229,30.739740723122196,32.10333072565904
230,30.739740723122196,31.67422551016818
231,30.63490223133729,31.996828043719077
232,30.63490223133729,31.6108574006334
233,30.625191029447727,31.43499076915317
234,30.625191029447727,31.53628097249548
235,30.625191029447727,31.86312364501597
236,30.625191029447727,32.08121709241524
237,30.625191029447727,32.36652677756494
238,30.625191029447727,32.10917131475308
239,30.625191029447727,31.883898610809787
240,30.625191029447727,31.71826372692463
241,30.625191029447727,31.902491941249423
242,30.625191029447727,31.855592510369707
243,30.625191029447727,31.74596230003143
244,30.625191029447727,31.671866042832672
245,30.552106559913877,31.590772997123334
246,30.625191029447727,31.53744310429986
247,30.46404092185692,31.80091614164282
248,30.46404092185692,1.0000000000000001e+298
249,30.46404092185692,32.14067852675441
250,30.46404092185692,32.01354023027475
251,30.46404092185692,31.624870681467836
252,30.31979133207599,31.351553501969196
253,30.31979133207599,31.384186522407084
254,30.31979133207599,31.40817642736711
255,30.31979133207599,31.744445338359967
256,30.31979133207599,31.862904411575606
257,30.31979133207599,31.750811556988282
258,30.31979133207599,31.942695436264707
259,30.31979133207599,31.375145823465786
260,30.31979133207599,31.189062877582497
261,30.06665198149119,31.343971364120208
262,30.31979133207599,31.920151989226152
263,30.31979133207599,1.0000000000000001e+298
264,30.31979133207589,31.646986761701843
265,30.31979133207589,31.808893549953968
266,30.225138373173166,31.536253004855325
267,30.066651583409048,31.576936607265473
268,30.225138373173166,1.0000000000000001e+298
269,30.225138373173166,31.110844051174155
270,30.225138373173166,31.6045402296902
271,30.225138373173166,31.3427358209878
272,30.225138373173166,31.667907034243896
273,30.225138373173166,1.0000000000000001e+298
274,30.225138373173166,31.271815813270926
275,30.225138373173145,31.209146449226342
276,30.225138373173145,31.612187566895514
277,30.225138373173145,31.490498690068126
278,30.099407019900962,31.128471797008757
279,30.099407019900962,31.599079599054285
280,30.149695631032095,31.656279943672192
281,30.225138373172957,31.99588878597227
282,30.225138373172673,31.831886964333766
283,30.225138373172673,31.769908073569514
284,30.225138373172673,32.45137370902212
285,30.191635262808276,31.812099254659646
286,30.191635262808276,31.276175807364424
287,30.191635262808276,31.801482476207706
288,30.191635262808468,31.403771432709195
289,30.191635262808468,32.08688406181949
290,30.191635262808468,31.711186141373116
291,30.191635262808468,1.0000000000000001e+298
292,30.191635262808468,31.551294271642274
293,30.19163526280837,31.728577995266296
294,30.11006921894746,32.15457732415553
295,30.11006921895312,32.068767859302405
296,30.11006921895312,32.115403461427285
297,30.11006921895312,31.591320378245005
298,30.11006921895312,31.613911188722557
299,30.14740697946393,31.82966684434283
