gen,bestfit,pmean,plen
0,4.557061417722844,5.691751515989885,3.815
1,4.440425100400212,5.457287984071574,3.975
2,4.440425100400212,5.232284928759692,4.205
3,4.440425100400212,5.068623140294675,4.235
4,4.380500085718745,4.9425318648527,4.425
5,4.451528651646612,4.8682078999345055,4.48
6,4.451528651646612,4.794002674133402,4.48
7,4.443393931926458,4.725290372265062,4.52
8,4.345204368848754,4.648980404485472,4.6
9,4.162515004363422,4.5967447422906265,4.585
10,4.152225981512316,4.543869135894918,4.575
11,4.06159124052021,4.499521559108107,4.565
12,4.152225981512316,4.479410865893968,4.53
13,4.152225981512316,4.437952560807049,4.635
14,4.152225981512316,4.3997188929500615,4.62
15,4.130209781933329,4.370819978696025,4.55
16,4.130209781933329,4.343317829970493,4.605
17,4.130209781933329,4.323450089508513,4.595
18,4.0005870943411495,4.285831124528556,4.615
19,4.0005870943411495,4.2694084578609015,4.57
20,4.0005870943411495,4.261365186031967,4.58
21,4.0005870943411495,4.234636854580972,4.565
22,4.0005870943411495,4.21776165782157,4.59
23,4.0005870943411495,4.199129705747021,4.605
24,4.0005870943411495,4.173376246051049,4.615
25,3.9540912523616067,4.160918141955236,4.705
26,3.9540912523616067,4.157761703728883,4.69
27,3.9261535843936954,4.142198870090384,4.67
28,3.9261535843936954,4.123743805001156,4.665
29,3.898482573583231,4.120216223882444,4.645
30,3.827428803964394,4.088014205669847,4.675
31,3.827428803964394,4.077928299935328,4.64
32,3.827428803964394,4.068689984300817,4.685
33,3.685159496616598,4.060312584897946,4.675
34,3.827428803964394,4.073975587918357,4.68
35,3.827428803964394,4.0451854829050715,4.73
36,3.779103172400382,4.034482344457061,4.745
37,3.6955487931059676,4.029939673669983,4.7
38,3.689785736425295,4.0031251131823575,4.755
39,3.689785736425295,3.99558987110983,4.75
40,3.689785736425295,3.9753942367578947,4.795
41,3.689785736425295,3.9758060558078103,4.8
42,3.689785736425295,3.988899508351781,4.79
43,3.689785736425295,3.9747410250121424,4.83
44,3.689785736425295,3.996436101583808,4.8
45,3.689785736425295,3.977124448704067,4.785
46,3.689785736425295,3.966124956032776,4.805
47,3.689785736425295,3.966384887557153,4.775
48,3.689785736425295,3.924028436328791,4.81
49,3.689785736425295,3.927511143641062,4.805
