gen,bestfit,pmean,plen
0,7.4299273631921405,9.000000000000004e+99,7.62
1,7.344943759994121,8.000000000000004e+99,7.58
2,7.162238101843148,6.250000000000003e+99,7.435
3,3.9686743507237763,4.450000000000002e+99,7.235
4,4.388937098827731,1.7000000000000006e+99,7.115
5,4.388937098827731,6.500000000000001e+98,7.34
6,4.388937098827731,4e+98,7.81
7,4.388937098827731,1e+98,8.07
8,4.388937098827731,2e+98,8.465
9,4.388937098827731,1e+98,8.795
10,4.388937098827731,5e+97,8.955
11,3.8552554714810383,2e+98,9.015
12,3.7111911550352983,5e+97,9.155
13,3.7111911550352983,1e+98,9.05
14,3.374319337606671,1e+98,9.04
15,3.374319337606671,5e+97,9.0
16,3.5287367805920327,1e+98,9.115
17,3.4921114520140617,1e+98,9.3
18,3.39245960432124,1e+98,9.37
19,3.152526468903123,1.5e+98,9.415
20,3.152526468903123,3.5e+98,9.45
21,3.152526468903123,1e+98,9.465
22,3.1417578304356693,1e+98,9.53
23,2.601838281568283,1e+98,9.57
24,2.601838281568283,3.448637758524398,9.565
25,2.601838281568283,5e+97,9.49
26,2.5900788541490605,1.5e+98,9.63
27,2.4889195303007363,5e+97,9.64
28,2.4889195303007363,1e+98,9.585
29,2.396619071399819,5e+97,9.65
30,2.396619071399819,5e+97,9.585
31,2.396619071399819,1e+98,9.57
32,2.340613137744846,1e+98,9.62
33,2.371784372243832,2.7499475496036037,9.625
34,2.389908360531942,1.5e+98,9.685
35,2.357968670715467,5e+97,9.72
36,2.111717206143634,1e+98,9.73
37,1.8843812720192668,2.5451038114468245,9.705
38,1.862225133236603,5e+97,9.68
39,1.862225133236603,5e+97,9.74
40,1.862225133236603,2.5278012372786347,9.745
41,1.862225133236603,5e+97,9.795
42,1.862225133236603,2.507145656035274,9.72
43,1.862225133236603,1e+98,9.695
44,1.8678933888840203,5e+97,9.7
45,1.8678933888840203,2.4077979811978296,9.71
46,1.8482218523797356,5e+97,9.72
47,1.7790770755477232,2.3375328720304824,9.71
48,1.671496232520133,5e+97,9.7
49,1.671496232520133,1e+98,9.655
50,1.671496232520133,1e+98,9.725
51,1.671496232520133,2.1746777483908746,9.525
52,1.671496232520133,1e+98,9.595
53,1.3503324158867986,3e+98,9.63
54,1.3503324158867986,2.007791764460067,9.695
55,1.3503324158867986,5e+97,9.695
56,1.6714962325200153,1.9755551920153038,9.705
57,1.6630583778582497,1.5e+98,9.745
58,1.6630583778582497,5e+97,9.765
59,1.6485675203151748,1e+98,9.785
60,1.6485675203151748,1.9110185161650026,9.835
61,1.6485675203151748,1.9257838119829958,9.76
62,1.6485675203151748,1.9269369340896778,9.715
63,1.6485675203151748,1.9564786557684144,9.715
64,1.6485675203151748,1e+98,9.745
65,1.6485675203151748,5e+97,9.76
