gen,bestfit,pmean,plen
0,5.804335418702434,9.450000000000005e+99,9.45
1,5.38465047672925,9.050000000000004e+99,9.305
2,5.38465047672925,8.200000000000003e+99,8.76
3,5.515813499988945,7.650000000000004e+99,8.6
4,4.730867758113309,6.450000000000003e+99,8.415
5,5.0669120320706025,4.250000000000002e+99,7.7
6,4.973427773447981,2.0500000000000009e+99,6.545
7,4.973423003295102,8.500000000000002e+98,6.165
8,4.841701353431499,4e+98,5.805
9,4.835897358170138,1e+98,5.835
10,4.572503148794554,5e+97,5.985
11,4.0828696711153425,5e+97,6.255
12,4.0828696711153425,2e+98,6.53
13,4.0828696711153425,2e+98,6.655
14,4.0828696711153425,5e+97,6.72
15,4.043962490195365,1e+98,6.84
16,3.9054781718874496,5e+97,6.855
17,3.9054781718874496,4.574285779750031,7.11
18,3.7422776732584286,1.5e+98,7.62
19,3.7422776732584286,1e+98,7.89
20,3.6254367581139966,5e+97,8.18
21,3.6254367581139966,1e+98,8.15
22,3.6254367581139966,4.135457118154345,8.145
23,3.6254367581139966,1.5e+98,8.175
24,3.6066648216376462,5e+97,8.265
25,3.6054794118789277,3.8524676165322513,8.735
26,3.5257482250846914,3.8046552542424603,9.3
27,3.5257482250846914,1e+98,9.845
28,3.5257482250846914,3.7281171696453903,10.51
29,3.2789775132711765,3.694939684371458,10.735
30,3.2789775132711765,5e+97,10.675
31,3.2721637309309375,1e+98,10.82
32,3.2649428308570405,5e+97,10.905
33,3.264822244933515,2e+98,11.145
34,3.227721508225191,5e+97,11.825
35,3.2553899514995694,5e+97,12.34
36,3.2376387339960355,3.44086179550553,12.67
37,3.1983109450209644,3.4164773991899655,13.11
38,3.2079200135614805,3.35193424275349,13.43
39,3.2109264484195816,1e+98,13.75
40,3.2109264484195816,1.5e+98,13.675
41,3.1780581631006077,1.5e+98,13.815
42,3.1780581631006077,1.5e+98,14.035
43,2.986546828260625,1e+98,14.245
44,2.986546828260625,2e+98,14.39
45,2.986057697841528,5e+97,14.51
46,2.986057697841528,2e+98,14.485
47,2.9804766003401038,5e+97,14.525
48,2.986057697841528,1e+98,14.42
49,2.986546828260625,2e+98,14.41
50,2.9815025419278602,1.5e+98,14.455
51,2.9580824908644967,1e+98,14.48
52,2.948048752725042,3.1200188824511965,14.4
53,2.948048752725042,2e+98,14.405
54,2.948048752725042,1e+98,14.545
