gen,bestfit,pmean,plen
0,2.991062492824441,4.500000000000002e+99,9.47
1,2.991062492824441,2.200000000000001e+99,9.115
2,2.9706171936688692,7.000000000000001e+98,9.255
3,2.4921207727741597,6.112578726883689,9.65
4,2.4921207727741597,4.88331703747374,10.635
5,2.492120772774138,4.027865369859132,11.475
6,2.107248696324421,3.43248505251317,12.025
7,2.107248696324421,3.0863119068097866,13.205
8,2.1588185676411316,2.841659366942518,13.985
9,2.1198984767122,2.7153356601972587,14.205
10,1.7572684692442664,2.5884872087933077,14.13
11,1.7572684692442664,2.5290979832821594,14.09
12,1.6872914619863166,2.3830470261341805,14.14
13,1.6872914619863166,2.246860055576237,14.155
14,1.5996357768993419,2.160751051990197,13.965
15,1.2428415708889726,5e+97,13.94
16,1.24284157077436,1.9956089875788146,14.125
17,1.2392462514915463,1.8373282723761195,14.195
18,1.24284157077436,1.7644167489449527,14.41
19,1.2377213882001288,1.6745796214131485,14.43
20,1.2377213882001288,1.5728010986935665,14.585
21,1.2326918198351893,1.4896788735592963,14.54
22,1.0884934316373702,1.4137752555487766,14.515
23,1.0857950818305937,1.3476594578562129,14.505
24,1.0857950818305937,1.296763159258383,14.525
25,1.0851436977030482,5e+97,14.55
26,1.0824704782885533,1.219956621804439,14.64
27,1.0689630261327532,1.1817887261458533,14.63
28,1.0279533451949872,1.1347044383400438,14.645
29,1.0279533451949872,5e+97,14.645
30,1.0279533451949872,1.110631842988744,14.68
31,1.0098771804774764,1.0821884827701829,14.645
32,1.00827195524704,1.068143587100533,14.7
33,0.9765492510663808,1.064712637438523,14.72
34,0.9765492510663808,1.0632091825506875,14.735
35,0.9477623069790646,1.045340389723326,14.69
36,0.9632166079717174,1.0345375940673025,14.645
37,0.9540260203884569,1.0337076069911733,14.645
38,0.9540260203884569,1.074016386702941,14.64
39,0.9348281616144556,0.9999117448352363,14.695
40,0.8748120996426532,0.9903458854545226,14.645
41,0.8748120996426532,0.9889248925889413,14.52
42,0.8748120996426532,0.9752730444997577,14.575
43,0.8743383542674507,0.9684187099060749,14.56
44,0.8743383542674507,0.957898445296116,14.665
45,0.8700268245301191,0.9484154636963932,14.675
46,0.8689317139517877,0.9422285112649201,14.605
47,0.8689317139427017,0.9412891118309124,14.59
48,0.8689317139517877,0.9415872952783717,14.6
49,0.8681850215795074,0.919763263836427,14.54
50,0.840445076307543,0.9167349739331894,14.43
51,0.831746806799742,0.914279755676048,14.45
52,0.831746806799742,5e+97,14.61
53,0.831746806799742,0.9656127416658465,14.67
54,0.8246705701447733,0.9614702392992598,14.605
55,0.8325218789168447,0.9482853972714258,14.685
56,0.7784676233103964,0.8746261660074299,14.635
57,0.7760515688424318,0.8692547764147317,14.665
58,0.7778838505427007,5e+97,14.745
59,0.7778838505427007,0.8611051862894186,14.735
60,0.770746590688655,0.8589419240843366,14.72
61,0.770746590688655,0.8433996164426837,14.63
62,0.770746590688655,5e+97,14.695
63,0.7650829868174188,5e+97,14.735
64,0.7693138176435274,0.8209199520610215,14.67
65,0.7626333363403823,5e+97,14.66
66,0.7623461481514686,0.8113518140626812,14.61
67,0.7623461481514686,0.8046656090856585,14.65
68,0.756711347146247,0.7960092386126234,14.695
69,0.7623461481514686,0.7913190808315795,14.715
70,0.7623461481514686,0.7898701905738212,14.775
71,0.7556918423930911,0.7853365222571091,14.75
72,0.7566441244990062,0.7803743593794423,14.8
73,0.7501496172510869,0.780688636554489,14.745
74,0.7449315583979198,0.778292529382109,14.665
75,0.7390704841028306,0.8552875206713977,14.59
76,0.727382961424115,0.8588825608268607,14.6
77,0.727382961424115,0.7797733166650227,14.615
78,0.7273829555292651,0.7747069349785572,14.66
79,0.7273829614227793,0.7721028602078687,14.655
80,0.7273570337319184,0.7701128631565933,14.62
81,0.7273570337319184,0.7740106503800247,14.605
82,0.7155199248674362,0.7618203300782708,14.655
83,0.708486425267018,0.7624107106438954,14.68
84,0.708486425267018,0.7526117325305048,14.73
85,0.708486425267018,0.7583169241007672,14.67
86,0.708486425267018,0.7569012303922412,14.72
87,0.708486425267018,0.757101325308707,14.655
88,0.700466198768677,5e+97,14.65
89,0.688838409522095,0.752691237070168,14.64
90,0.688838409522095,0.7407176642896893,14.62
91,0.688838409522095,0.740723795780424,14.62
92,0.688838409522095,0.734145999919722,14.585
93,0.688838409522095,0.7565598899140076,14.535
94,0.6927335962448756,0.7296326868308408,14.525
95,0.697905384895263,0.7395081401969879,14.51
96,0.697905384895263,5e+97,14.575
97,0.6909664192569565,0.7919037204426199,14.6
98,0.6909664192569565,0.7336194771710312,14.56
99,0.6909664192569565,0.7204321886027722,14.525
100,0.6909664192569565,0.7298103607643159,14.58
101,0.6909664192569565,0.7289128701117662,14.675
102,0.6800592178055511,0.7348570127433801,14.63
103,0.6800592178055511,0.7236939830042891,14.56
104,0.6800592178055511,0.7180443581366218,14.63
105,0.680059217805443,0.7283388930854814,14.695
106,0.680059217805443,0.7200830265401982,14.77
107,0.6751734654470838,0.7200851995728011,14.7
108,0.6751734654470838,0.7096500026195446,14.775
109,0.6751734654456385,0.70851233742052,14.765
110,0.6751734654456385,0.7169113281055907,14.775
111,0.6735328241933828,0.7092451145495093,14.77
112,0.6668943351717355,0.7053075055016241,14.785
113,0.6668943351717355,0.7221648207374389,14.725
114,0.6668943351717355,0.7105733375180889,14.71
115,0.666894335170918,0.7039224071807958,14.7
116,0.6651375240397082,0.7045171295089375,14.715
117,0.6651375240397082,0.7065739840749578,14.745
118,0.6634991549423156,5e+97,14.76
119,0.6634991549423156,5e+97,14.79
120,0.6596837427713487,0.7018308655200144,14.78
121,0.6596837427713487,0.6999092493461555,14.775
122,0.6596837427713487,0.7037919172532894,14.7
123,0.6596837427713487,0.7003389249494585,14.715
124,0.6525824571677469,0.6991913021517184,14.69
125,0.6525824571677469,0.6998322434883018,14.755
126,0.6525824571677469,0.7684357856087745,14.77
127,0.6525824571677469,0.6944920485034197,14.72
128,0.6545967217782387,0.6909979433063227,14.725
129,0.6582777511167689,0.760716411583987,14.76
130,0.6582777511098161,0.6921359416006393,14.83
131,0.6551891129708092,0.6866453148545498,14.825
132,0.647490751974156,0.6832311542264179,14.85
133,0.647490751974156,0.6898493642842324,14.795
134,0.647490751974156,0.6890256064768775,14.845
135,0.6475646957574576,0.6895486079959522,14.82
136,0.6475646957574576,0.6851089524588503,14.86
137,0.6475646957574576,0.6869173005193474,14.805
138,0.6475646954436365,0.69155817910974,14.82
139,0.6475646953545725,0.6929910674353281,14.74
140,0.6432229693563755,0.6867283081932648,14.73
141,0.6432229693383287,0.6896118147483373,14.74
142,0.6432229693383287,0.6851302570049239,14.755
143,0.6432229693563755,0.7508488839675873,14.69
144,0.6432229693144182,0.6792735193315173,14.755
145,0.6432229693144182,0.6796857534388272,14.725
146,0.6432229693144182,0.679723263940111,14.705
147,0.6422063949772278,0.6757327904828911,14.815
148,0.6422063949772278,0.6790703949575695,14.74
149,0.6422063949772278,0.7569375127435459,14.715
150,0.6422063949772278,0.6858787469858306,14.755
151,0.637308554169146,0.6772276410295863,14.74
152,0.6432208887671274,1e+98,14.72
153,0.6425959704428583,0.6926736998864288,14.72
154,0.6425959704428583,0.6757651797893157,14.7
155,0.6425959704428583,0.6746350596565732,14.695
156,0.6416882734016762,0.6734634486769951,14.645
157,0.6387234775175505,0.7383688276511207,14.695
158,0.6387234775175505,0.678152572962939,14.705
159,0.6387234775175505,0.6737727539553571,14.74
160,0.6274796261028839,0.6703041972875181,14.71
161,0.6324270467912949,0.6594850181399273,14.695
162,0.6324270467721503,0.6598140277192333,14.635
163,0.6324270467721503,0.6647691995708588,14.71
164,0.6324270467721503,0.672808794613979,14.665
165,0.6324270467721503,0.6641489366544036,14.715
166,0.6324206603303834,0.6674080652109116,14.72
167,0.6324206603303834,0.6704167394108634,14.765
168,0.6324270467721503,0.672120081818988,14.8
169,0.6324270467721503,0.6736873349282301,14.805
170,0.6322076932204794,0.6668769956258623,14.78
171,0.6322076932204794,0.6648305026597441,14.785
172,0.6322076932204794,0.665482962068112,14.74
173,0.6322076932204794,0.6633227349938124,14.755
174,0.63220769289718,0.6713700144047116,14.77
175,0.63220769289718,0.6688445022226539,14.77
176,0.63220769289718,0.6701166677239001,14.665
177,0.63220769289718,0.6695573644039399,14.68
178,0.63220769289718,0.6668430105157737,14.75
179,0.6320997736075403,0.662496127689006,14.79
180,0.6320997736075403,0.6617061315531795,14.775
181,0.6320997736075403,0.6638075750170455,14.8
182,0.6320997736075403,0.6586080267990119,14.77
183,0.6320997736075403,0.6651581679255548,14.73
184,0.6320997736075403,0.6567339436042984,14.81
185,0.6320997736075403,0.6601976845219428,14.805
186,0.6320997736075403,0.6670355285917643,14.81
187,0.6320997735084781,0.66572869410959,14.79
188,0.6320997735084781,5e+97,14.785
189,0.6320997735084781,0.6641077175912627,14.73
190,0.6320997735084781,0.6640824744854297,14.785
191,0.6320997735084781,5e+97,14.75
192,0.6289138990823832,0.6694047882363882,14.735
193,0.6289138990823832,0.7361801142007294,14.77
194,0.6289138990823832,0.6637070044911705,14.75
195,0.6289138990823832,5e+97,14.77
196,0.6289138990823832,0.6661635688392419,14.8
197,0.6289138990823832,0.666408944611982,14.835
198,0.6289138990823832,0.6747273187388687,14.83
199,0.6320997734977248,0.6651472267950169,14.82
200,0.631661648141383,0.7350116605041741,14.79
201,0.631661648141383,0.657236580407092,14.8
202,0.631661648141383,0.6588994560250977,14.75
203,0.6320997735015988,0.6594999384344535,14.75
204,0.6320997735015988,0.659620598283375,14.785
205,0.6320997735084781,0.6579482820237642,14.745
