gen,bestfit,pmean,plen
0,12.479186317699035,9.950000000000004e+99,10.25
1,12.481616781002225,9.950000000000004e+99,9.935
2,12.481616781002225,9.800000000000005e+99,9.88
3,9.749052945071572,9.650000000000004e+99,9.51
4,9.404193461504928,9.500000000000005e+99,9.22
5,9.404193461504928,9.150000000000005e+99,9.395
6,9.378280388070833,8.100000000000004e+99,9.135
7,7.294982003715184,6.800000000000003e+99,8.345
8,7.294982003715184,5.700000000000002e+99,8.045
9,7.294982003715184,3.8000000000000015e+99,7.26
10,7.294982003715184,2.500000000000001e+99,7.06
11,7.000429422171241,1.2500000000000005e+99,6.965
12,6.928725748286368,5.500000000000001e+98,7.0
13,6.29684566723789,1.5e+98,7.11
14,3.352635376279412,1.5e+98,7.225
15,2.0738252313040255,5e+97,7.635
16,1.8954058431276326,5e+97,7.605
17,1.8914749620986377,5e+97,7.75
18,1.8796027251474143,1.5e+98,7.92
19,1.8796027250636844,1e+98,7.975
20,1.8796027250636844,5e+97,8.345
21,1.622300843231019,2e+98,8.52
22,1.6914378470106277,2.5e+98,8.92
23,1.6885956119737136,5e+97,9.28
24,1.6116755782182055,2e+98,9.795
25,1.5106010832224854,1e+98,10.295
26,1.4168113068516404,1e+98,10.575
27,1.4168113068516404,1e+98,10.95
28,1.4168113068516404,1e+98,11.275
29,1.4033969962287494,1.7119924099526176,11.85
30,1.3523775165189065,1.5e+98,12.365
31,1.3521351868837816,1e+98,12.935
32,1.2679871220220673,1e+98,13.15
33,1.2679871220220673,5e+97,13.115
34,1.151312536981197,1.5e+98,13.195
35,1.151312536981197,1.5e+98,13.52
36,1.1345716230738148,5e+97,13.67
37,1.078240919686375,1e+98,13.81
38,1.078240919686375,1.5e+98,13.9
39,1.0731724757012433,5e+97,14.145
40,1.0298545492223365,5e+97,14.355
41,1.0539829606853828,1.183739056675543,14.465
42,0.9688341829945177,5e+97,14.53
43,0.9678192882394054,5e+97,14.595
44,0.9593590367865039,1.1123651674978052,14.615
45,0.9593590367865039,1.0920581560065579,14.635
46,0.8277605318605171,1e+98,14.625
47,0.8277605318605171,5e+97,14.63
