expolim,maxterms,minterms,rmse_test,mae_test,nmse_test,time,expr
"(-3, 3)",5,3,1.3523997475106309,0.7886604594387356,0.0214191005721209,82.82770371437074,1467412.673*cos(x1^3 * x2^-3 * x4^3 * x5^3) + -56234.935*cos(x2^-1 * x4 * x5^3) + 356.968*sqrt.abs(x1^2 * x2^-3 * x4^3 * x5^3) + -1505.534*tanh(x2^-2 * x4^2 * x5^3) + -0.665*sqrt.abs(x0 * x2^3 * x4^-1 * x5^3) + -1411181.183
"(-3, 3)",5,4,0.996006743076085,0.6928664440629606,0.011829654510375685,85.78246879577638,6.282*tanh(x0^-1 * x1^-1 * x2 * x3^-1 * x4^2 * x5^3) + -391544.453*cos(x2^-2 * x4 * x5^3) + 0.494*exp(x1^-3 * x2 * x5^3) + -3.205*tanh(x0^-1 * x1 * x2^-1 * x3^2 * x4^3 * x5) + -127.585*tanh(x1^2 * x2 * x3^-1 * x4^-1 * x5^-3) + 391669.255
"(-3, 3)",5,5,1.1110795546888466,0.8059041397597214,0.014710924555626769,89.74736762046814,-0.803*cos(x1^-2 * x3^2 * x5^2) + -460239.731*cos(x2^-3 * x3 * x4 * x5^3) + -19089.907*cos(x1^-1 * x2 * x3^-1 * x4^-1 * x5^3) + -1387698.118*exp(x2^-2 * x3^-2 * x4^-3 * x5^3) + 2.285*sin(x0 * x1^3 * x2^3 * x4^-1 * x5^3) + 1867029.351
"(-3, 3)",10,3,0.9644089159798692,0.5315504094199506,0.011100023504334993,116.7026207447052,22648.004*tanh(x0^-3 * x1^2 * x2^3 * x3^-3 * x4^-3 * x5^3) + 7941.755*cos(x5^2) + 7913.528*cos(x1 * x3 * x4^-2 * x5^3) + 964.517*tanh(x5^3) + -29535.938*cos(x5^3) + -22648.487*exp(x0 * x1^-1 * x2^2 * x3^-1 * x4^-2 * x5^-2) + -1299845.82*cos(x1^-3 * x2^-1 * x3^-1 * x4^-2 * x5^3) + 123239.344*exp(x0 * x1^-2 * x2^-2 * x3^-3 * x4^-3 * x5^3) + -92.857*tanh(x1^3 * x2^2 * x4^-2 * x5^-2) + 141.187*tanh(x1 * x3 * x4^-2 * x5^3) + 1190378.91
"(-3, 3)",10,4,0.8172693996697531,0.5118309525284365,0.007964121066484649,116.71830797195436,311052.031*exp(x1 * x2^-2 * x4^2 * x5^3) + -132.482*tanh(x1^2 * x2^-2 * x4^2 * x5^-3) + -312260.973*tanh(x1 * x2^-2 * x4^2 * x5^3) + 2.832*cos(x0 * x1^2 * x2^-1 * x3^3 * x5^3) + 925927.142*cos(x1^2 * x2^-3 * x4^3 * x5^3) + 132.24*sqrt.abs(x1^3 * x2^-3 * x3 * x4^3 * x5^3) + -3426.431*cos(x1^-3 * x2 * x3^-1 * x4^-2 * x5^3) + -38.98*cos(x0^3 * x1^3 * x2^-1 * x3 * x4^-1 * x5^3) + 102.914*tanh(x0 * x2^-1 * x3^-1 * x4 * x5^3) + -33.073*sin(x0^3 * x1^3 * x3^-2 * x4^-1 * x5^2) + -1233386.28
"(-3, 3)",10,5,0.7417871117506751,0.5139633891005049,0.006609166859489494,121.13200736045836,154.921*sqrt.abs(x1^-3 * x2 * x3^-2 * x4^-2 * x5^3) + -35.412*(x1^-3 * x2 * x3 * x4^-3 * x5^3) + 12.297*tanh(x0 * x1 * x2^-1 * x3 * x4^2 * x5^3) + -4.114*tanh(x0 * x1^-2 * x3^2 * x4^-1 * x5^3) + -5564.668*cos(x2 * x4^-1 * x5^3) + -256.265*cos(x1^-3 * x2^3 * x3^-2 * x4^-2 * x5^3) + 168280.68*sin(x1^-3 * x2^3 * x3^-3 * x4^-3 * x5^3) + -14.243*exp(x0^3 * x1^3 * x3^-1 * x5^3) + -169247.537*(x1^-3 * x2^3 * x3^-3 * x4^-3 * x5^3) + -16658.686*cos(x1^-1 * x2^3 * x3^-3 * x4^-2 * x5^3) + 22491.813
"(-3, 3)",15,3,0.879165046886235,0.6244844930680072,0.009321461884066904,146.27958655357358,-690622289.192*cos(x1^2 * x2^-2 * x4^-1 * x5^3) + 67132576915.479*cos(x1^3 * x2^-3 * x4^-2 * x5^3) + -1514.351*cos(x2 * x3^-1 * x4 * x5^3) + -70.111*exp(x1 * x3^-1 * x4^3 * x5^3) + 20.149*cos(x2^2 * x3^-2 * x4^2 * x5^3) + 31.752*exp(x0 * x1^-1 * x2^-1 * x3 * x4^-1 * x5^3) + 65.172*sqrt.abs(x0^3 * x1^2 * x2^-1 * x3^-2 * x4^-2 * x5^3) + 1.286*cos(x0 * x1^-1 * x2 * x3 * x4^-1 * x5^3) + -54459707.365*cos(x1^3 * x2^-2 * x3^-3 * x4^3 * x5^3) + 467.808*exp(x1^3 * x2 * x3^-1 * x4 * x5^2) + -3.831*exp(x2^2 * x3^-2 * x4^2 * x5^3) + 0.84*sqrt.abs(x1^-2 * x2^-1 * x3^3 * x4^-3 * x5^-1) + 16318535673.798*cos(x1^3 * x2^-2 * x3^-1 * x4^-1 * x5^3) + -13266.918*tanh(x1^3 * x2^-3 * x4^3 * x5^3) + 52.153*sqrt.abs(x1^-2 * x2^-3 * x3^-3 * x4^-2 * x5^-1) + -82706029532.711
"(-3, 3)",15,4,0.7672475955071366,0.5159461093158841,0.007053042743352989,369.4287714958191,-91597.548*cos(x0 * x1 * x2^2 * x3^-3 * x4^-1 * x5^3) + -1.973*(x0 * x1^2 * x3 * x4^2 * x5^2) + 0.004*(x0 * x1^3 * x2^3 * x3^3 * x4^2 * x5^3) + -74.775*tanh(x1^3 * x2^3 * x3^-2 * x4^-2 * x5^-3) + -103.82*sqrt.abs(x0^2 * x1^2 * x2^3 * x3^-3 * x4^-3 * x5^3) + 11258.554*cos(x0^2 * x2^2 * x3^-3 * x4^-2 * x5^3) + -115.421*cos(x1^2 * x2^2 * x5^3) + -74.516*tanh(x1^2 * x2^-3 * x4^3 * x5^-3) + 52.149*tanh(x0^2 * x1^2 * x2^-3 * x3^-1 * x4^3 * x5^-3) + -215.705*tanh(x1^3 * x2^-3 * x3 * x4^3 * x5^-3) + -19.054*sin(x1 * x2^3 * x3^-3 * x4 * x5^3) + -2009.39*exp(x0^3 * x1 * x2^-3 * x3^-1 * x4^-1 * x5^3) + 4.525*tanh(x1^-2 * x2^2 * x5^3) + 51.016*tanh(x0^-2 * x1 * x2^-2 * x3^-2) + 8662.78*exp(x0^2 * x1^-1 * x2^-3 * x3^-2 * x4^-3 * x5) + 74113.874
"(-3, 3)",15,5,0.591618765832796,0.31615072054437304,0.004194048632554588,455.5900149345398,-1787025.781*cos(x1^-3 * x2^-3 * x5^3) + 5.208*exp(x0^2 * x1^3 * x2^-2 * x3^3 * x5^3) + 144.989*exp(x1^-1 * x4 * x5^3) + 1.06*sin(x1^-3 * x2 * x4 * x5^3) + -17022.661*cos(x1 * x2^-1 * x4 * x5^2) + -0.037*sqrt.abs(x0^3 * x1 * x2 * x4^2 * x5^-2) + -71.435*cos(x1 * x2^-1 * x4^2 * x5) + 23949.401*cos(x1^-3 * x2^-3 * x4 * x5^2) + 0.011*sqrt.abs(x0^3 * x1 * x2^2 * x5^-3) + -585.187*tanh(x2^-1 * x4^2 * x5^3) + -242394.229*tanh(x4 * x5^-1) + 2433.168*exp(x0 * x1^3 * x2^-3 * x3 * x4 * x5^3) + 4.744*sqrt.abs(x0^2 * x1^2 * x2^-1 * x3^-1 * x4^3 * x5^2) + -142.675*tanh(x1^2 * x2^-1 * x4 * x5^-3) + 0.076*sqrt.abs(x0^3 * x1^2 * x2 * x4 * x5^-1) + 2020123.588
"(-2, 2)",5,3,1.1612045040247825,0.9238789757889035,0.016036345963997733,238.91535568237305,-29743.947*cos(x2 * x3^-1 * x4^-1 * x5^2) + 5.929*cos(x1^-1 * x3 * x4 * x5^2) + 38.017*(x1^-2 * x2 * x3^-2 * x5) + -1997.717*tanh(x1^-1 * x2 * x3^-2 * x4^-1 * x5^2) + 50.816*sqrt.abs(x1^-1 * x5) + 29714.313
"(-2, 2)",5,4,1.0663488255307478,0.7325986847171243,0.0135900327955727,231.56074500083923,-45789.162*tanh(x5^2) + 2.311*sin(x0 * x2^-1 * x3 * x4 * x5^2) + -93.603*(x1^-2 * x5^2) + -92541.866*cos(x5) + -259.446*cos(x1^-2 * x5^2) + 92798.694
"(-2, 2)",5,5,0.9346022327001596,0.6560999613871545,0.010582842237658648,276.84716129302984,-439.826*cos(x2^2 * x4^-2 * x5^2) + 3.283*tanh(x0 * x1^-2 * x2^-2 * x3 * x4 * x5^2) + -1947.505*tanh(x2^-2 * x3 * x4 * x5^-2) + -3070.24*tanh(x2^-1 * x4 * x5^-2) + 81.96*cos(x1^-1 * x2 * x3 * x4^-2 * x5^2) + 5375.583
"(-2, 2)",10,3,1.2793556335216605,0.932032017587354,0.02003898402336057,343.98406529426575,-28427.645*cos(x1 * x2^2 * x3^-1 * x4^-2 * x5^2) + 2.407*sin(x0 * x1 * x2^-1 * x3^2 * x5^2) + -2479.933*tanh(x1^-2 * x2 * x3^-1 * x4^-1 * x5^2) + 1110.886*sqrt.abs(x1^-2 * x3^-1 * x4^-1 * x5^2) + 28617.707*sin(x1^-2 * x2 * x3^-2 * x4^-2 * x5^2) + 249.668*exp(x1^-2 * x5^2) + -15.472*log(x1^-2 * x2^-1 * x3^-1 * x4^-1 * x5^2) + 42.523*tanh(x1^-1 * x2^-2 * x3 * x4) + -85276.007*tanh(x1^-2 * x3^-2 * x4^-2 * x5^2) + -649.729*tanh(x2^-2 * x3^2 * x4^-2 * x5^2) + 27984.68
"(-2, 2)",10,4,1.0859687562815843,0.6898145724075884,0.014087485790732563,356.06688928604126,-186.615*tanh(x1 * x2^-2 * x3 * x4 * x5^-2) + -31239.445*cos(x2^-2 * x4 * x5^2) + 163.385*tanh(x0^-1 * x1^-2 * x2^-2 * x3^-1 * x4^2 * x5^2) + -146.593*tanh(x0 * x1^-1 * x2 * x3^2 * x4^2) + -2533.574*tanh(x1 * x5^-2) + 41.407*cos(x1^-1 * x4 * x5^2) + 3729.474*tanh(x0^-2 * x1^2 * x2 * x3^2 * x5^-2) + -478.349*cos(x2^-2 * x3 * x4^2 * x5^2) + -16.334*tanh(x0^-1 * x1^-1 * x2^-2 * x3^-1 * x4^2) + 2.649*tanh(x1^-2 * x2^-1 * x3 * x4^2 * x5^2) + 30518.416
"(-2, 2)",10,5,0.6394460154618404,0.3977741229460387,0.0049564242603833296,338.0760507583618,-613.394*tanh(x1^2 * x2 * x4^-1 * x5^-2) + -423.396*tanh(x1 * x2^-1 * x4 * x5^-2) + 6302.932*tanh(x0^-1 * x1^2 * x2^-1 * x4^-2 * x5^2) + -14752.788*tanh(x1^-1 * x5^-1) + 5.733*tanh(x1^-1 * x2^-1 * x3^2 * x5^2) + -105820.753*cos(x1^2 * x2^2 * x3^-2 * x4^-2 * x5^2) + 6.226*(x0 * x1^-2 * x2^2 * x3^-2 * x4^-2 * x5^2) + 6303.979*tanh(x0^2 * x1^-1 * x3^-1 * x5^-1) + -0.349*(x2^-1 * x3^2 * x4^2 * x5^2) + 51.737*(x1^2 * x2^-2 * x3 * x4^2 * x5^2) + 115306.071
