expolim,maxterms,minterms,rmse_test,mae_test,nmse_test,time,expr
"(-3, 3)",5,3,3.0305618053313768,2.4144669933528373,0.0005901786805969032,115.73980379104614,-3.092*(x0^-1 * x2^-1 * x3) + 10.321*tanh(x0^-1 * x1^-3 * x2^-1 * x3^3) + -3665.699*sqrt.abs(x0^-2 * x2^-1 * x3^-2 * x4^-1) + -2.232*log(x0^3 * x2^3 * x4) + 28769.293*tanh(x0^-3 * x2^-2 * x3^-1 * x4^-1) + 144.794
"(-3, 3)",5,4,3.157771379508667,2.5088427575004832,0.0006386583906170133,121.11042356491087,-10645.044*sqrt.abs(x0^-3 * x2 * x3^-2 * x4^-2) + 5.199*tanh(x0^-3 * x1^-1 * x2^-3 * x3^2 * x4^-2) + -148.326*sqrt.abs(x0 * x2 * x3^-2 * x4) + -15.817*tanh(x0^-3 * x1 * x2^-3 * x3) + -0.0*sqrt.abs(x0^2 * x2 * x3^2) + 128.098
"(-3, 3)",5,5,3.472265644838284,2.7356399278179304,0.0007724787162180253,132.7462215423584,-0.0*sqrt.abs(x0^3 * x1 * x3^-1) + 7.535*tanh(x0^2 * x1 * x3^-1 * x4^2) + -0.096*sqrt.abs(x0^-2 * x1 * x2^-3 * x3^2) + 14.329*tanh(x0^-1 * x2^-1 * x4^-1) + -27.135*sqrt.abs(x0 * x1 * x2 * x3^-3) + 114.681
"(-3, 3)",10,3,2.630980146173679,1.9969527645737173,0.0004442898699625933,476.98705124855036,16.536*tanh(x0^2 * x2^-1 * x3^-1 * x4^2) + -6.076*tanh(x0^3 * x2^3 * x3^-3 * x4) + 5.895*tanh(x0^3 * x1^-3 * x2 * x3 * x4^3) + 0.0*(x0^-3 * x1^3 * x3^3 * x4^-3) + -5.176*tanh(x0^2 * x2 * x3^-1 * x4^2) + -0.661*log(x0^3 * x2^-2 * x3^-2 * x4^3) + -1.672*sqrt.abs(x0 * x2 * x3^-1) + -0.008*sqrt.abs(x0^-3 * x1^3 * x2^-2 * x3^2 * x4^-2) + -239191.104*sqrt.abs(x0^-1 * x1^3 * x2^3 * x3^-2 * x4^3) + 27324.559*tanh(x0^-3 * x1 * x2^2 * x3 * x4^-1) + 116.717
"(-3, 3)",10,4,2.8488518835118763,2.1136019432731987,0.0005207485535799672,442.09585428237915,-0.534*sqrt.abs(x0^2 * x2 * x3^-3) + -4.538*sqrt.abs(x0^-3 * x1^3 * x2^-3) + 9.302*tanh(x0^-1 * x2^-1 * x4^-1) + -0.0*sqrt.abs(x0^3 * x1^3 * x2^3) + 5.565*tanh(x0^-3 * x1^-2 * x2^-1 * x3^2 * x4^2) + -163.199*sqrt.abs(x0^-3 * x2 * x3^-1 * x4^-3) + 5.68*tanh(x0^-3 * x2^-2 * x3^3 * x4^-1) + -5.587*tanh(x0^-3 * x1^-3 * x2^-3 * x3^3 * x4^-1) + 893.289*(x0^-3 * x1^3 * x2^-3 * x3^-1 * x4) + -380.744*sin(x1 * x3^-1 * x4) + 121.755
"(-3, 3)",10,5,2.4554647627871,1.835980531911124,0.0003869082304666879,473.5115394592285,-1.76*log(x0^3 * x2^2 * x3^-3 * x4^3) + 9.754*tanh(x0^2 * x1^-2 * x2^2) + 420.864*sqrt.abs(x0^-2 * x1^2 * x2^2 * x4^-1) + 0.54*log(x0^-3 * x2^-3) + -24.887*tanh(x0^-2 * x2^-1 * x3 * x4^-1) + -27877600.586*sqrt.abs(x0^-2 * x1^2 * x2^3 * x3^-3 * x4^2) + -3.702*tanh(x0^-3 * x2^3 * x3^3 * x4^-2) + -215.429*sqrt.abs(x0^-3 * x1^3 * x2^3 * x3^-1 * x4^-3) + 0.061*sin(x0^2 * x2^-2 * x3^-2) + -0.0*sqrt.abs(x0^3 * x2^-1 * x3^2) + 109.876
"(-3, 3)",15,3,2.1376652113063708,1.6300068068419469,0.0002934436450026465,697.9793918132782,-115.035*sqrt.abs(x0^-2 * x3 * x4^-1) + -1.125*sqrt.abs(x0^-1 * x1 * x2^-2) + -3.107*log(x0^2 * x3^-3) + 4.541*tanh(x0^3 * x2^3 * x4^2) + 4.15*tanh(x0^3 * x1^2 * x2^3 * x3^-2 * x4^2) + 0.05*(x0^-1 * x1^3 * x2^3 * x3 * x4^-1) + -1491644.058*sqrt.abs(x0^-1 * x2 * x3^-2 * x4^3) + -5.401*tanh(x0^3 * x1 * x2^3 * x3^-2 * x4^2) + -21.077*sqrt.abs(x0^-3 * x2^-3 * x3^3 * x4^2) + 0.118*sqrt.abs(x0 * x1 * x2^-2 * x3^-3) + 1.644*log(x0^-3 * x2^-3 * x3^-3 * x4^-3) + 11.47*sqrt.abs(x0^-3 * x3^3 * x4^-1) + -2.66*tanh(x0^-1 * x1^3 * x2^-2 * x3^-3 * x4^-1) + -3.253*tanh(x1^3 * x3^-3 * x4^-1) + 1484255.842*tanh(x0^-3 * x1 * x3^-1 * x4^-1) + 160.651
"(-3, 3)",15,4,2.194299581341828,1.6335643572746243,0.00030886184407825267,669.9602906703949,0.06*sqrt.abs(x0^-1 * x1^3 * x2^2 * x3^3) + -0.088*sqrt.abs(x0^-2 * x1^2 * x2^-3 * x3^3 * x4^2) + -46047.094*sqrt.abs(x0^-1 * x2^3 * x3 * x4^3) + 1.356*sqrt.abs(x0^-1 * x3^-1 * x4^-2) + -3.84*tanh(x0^2 * x1^-2 * x2 * x3^-1 * x4) + -8.069*tanh(x0^-3 * x2^-3 * x3 * x4^-1) + 4.134*tanh(x0^-1 * x2^3 * x3^-1 * x4^-3) + -7.563*tanh(x0^-3 * x1^2 * x4^-3) + 7.712*tanh(x0 * x1^-2 * x2^3 * x4^-2) + 3.21*tanh(x1^-2 * x2^3 * x3^-1 * x4^-3) + -22.827*tanh(x0^-2 * x4^-2) + 11.383*sin(x0^-1 * x1^3 * x2^-2 * x3^-1 * x4^2) + -2.135*tanh(x0 * x1^3 * x2^2 * x4^3) + 2.057*log(x0^-3 * x2^-3 * x3^2 * x4^-1) + -0.0*sqrt.abs(x0^3 * x3^-1) + 124.721
"(-3, 3)",15,5,2.5485425696176773,1.903192411695489,0.0004170404819470016,641.1672732830048,-5.503*tanh(x0^3 * x2 * x3^-3 * x4^2) + -192.415*sqrt.abs(x0^-3 * x4^-2) + -0.059*sqrt.abs(x0 * x1^3 * x2 * x3^-1) + 2.177*log(x2^-1 * x3^-1 * x4^-1) + -13.76*tanh(x0^-3 * x1 * x2^-3 * x3^3 * x4^2) + -0.0*sqrt.abs(x0^2 * x1 * x2^-1 * x4^-1) + -58239012.487*sin(x0^-1 * x2^2 * x4^2) + 11.52*tanh(x0^-2 * x1^-2 * x3^-3 * x4^3) + -3.131*tanh(x0^-3 * x1^-2 * x2^-3 * x3 * x4^-2) + 1326508.218*sin(x0^-3 * x1 * x3 * x4) + 3.8*tanh(x0^-2 * x1 * x2^-2 * x3 * x4^-1) + -0.001*sqrt.abs(x0^2 * x2 * x3^-1 * x4^-1) + -5.155*tanh(x0^-3 * x1^-2 * x2^-3 * x3^2 * x4^-1) + 2.5*sqrt.abs(x0^-1 * x1 * x2 * x3^2) + 28.093*sqrt.abs(x0^-2 * x1^3 * x2^3 * x3^3 * x4^3) + 120.475
"(-2, 2)",5,3,2.8299943887617114,2.1339865422091204,0.0005133802046891296,105.85856604576112,3.651*log(x0^-2 * x2^-2 * x4^-1) + -280.834*sqrt.abs(x0^-2 * x2^-2) + -27.052*sin(x0^-1 * x4^-1) + 1.579*log(x0^-2 * x2 * x3^2 * x4^-2) + 24836.773*sin(x0^-2 * x2^-2 * x3^-1) + 150.976
