expolim,maxterms,minterms,rmse_test,mae_test,nmse_test,time,expr
"(-3, 3)",5,3,3.12655627521639,2.41201476311486,0.0006296882369441528,130.40611243247986,1.833*tanh(x0^-3 * x1^-3 * x2^-2 * x3^3 * x4^-3) + -58954.049*(x0^-1 * x3^-1) + -0.033*(x0^-1 * x2^-2 * x3) + 13.489*tanh(x0^-2 * x2^-1 * x3^2 * x4^-1) + 6.727*tanh(x0^-3 * x2^-2 * x3^3 * x4^-2) + 110.248
"(-3, 3)",5,4,2.9345089492607626,2.3011614410299006,0.0005551214284023798,129.26792407035828,1.78*log(x0^-3 * x2^-1 * x3^3 * x4^-2) + -7.531*tanh(x0 * x2^2 * x4) + 10115038739551.098*cos(x2^-1 * x3^-2 * x4^3) + -0.344*sqrt.abs(x0^-2 * x2^-3 * x3^2) + -267.705*sqrt.abs(x0^-3 * x4^-2) + -10115038739424.281
"(-3, 3)",5,5,3.1906070205038213,2.3447827038569997,0.0006563264917386509,146.95417594909668,3.027*log(x0^-3 * x2^-3 * x3^2 * x4^-2) + -0.361*sqrt.abs(x0^-2 * x2^-1 * x3 * x4^-2) + -2.175*log(x2^-2 * x3) + -5.186*sqrt.abs(x0^-2 * x1 * x2^-3 * x3 * x4) + -291.881*sqrt.abs(x0^-2 * x4^-1) + 141.839
"(-3, 3)",10,3,2.5246410177345258,1.934693759440309,0.00041111909242948593,434.3305335044861,-833.269*sqrt.abs(x1^2 * x2 * x3^-1 * x4^3) + -91.276*sqrt.abs(x0^-1 * x2^-1) + 0.013*(x0^-3 * x1^3 * x2 * x3 * x4^-3) + 3.687*log(x2^2 * x3 * x4^-1) + 2.079*tanh(x0^3 * x1^-2 * x2^2 * x3^-2 * x4^3) + 91.306*tanh(x0^-3 * x2^2 * x4^-3) + -52.314*sqrt.abs(x0^-3 * x2 * x4^-3) + -10.937*log(x0 * x2^2) + 12.253*tanh(x0^3 * x1^-1 * x2 * x3^-1 * x4^2) + 7.489*log(x2) + 156.351
"(-3, 3)",10,4,2.272511056255864,1.7327547192891146,0.00033304219266481734,471.4704177379608,-528.13*sqrt.abs(x0^-2 * x4^-1) + -5.207*tanh(x0 * x1^-3 * x3^-3 * x4^-2) + -6.176*log(x0 * x4) + -675108.303*sqrt.abs(x0^-1 * x2 * x3^-2 * x4^2) + -35.422*sqrt.abs(x0^-2 * x2^-2 * x3) + 1.238*log(x0^-2 * x2^-3 * x3^2) + -4.115*tanh(x0^3 * x2^2 * x3^-2 * x4^2) + 7.03*tanh(x0^3 * x2 * x3^-2 * x4^2) + 0.009*(x0^-3 * x2^-3 * x3^2 * x4^-1) + 5053.951*tanh(x0^-1) + 145.845
"(-3, 3)",10,5,2.7753619442750197,2.011793163439655,0.000495930593475297,508.6311304569245,-7.938*tanh(x0^-3 * x2 * x3 * x4^-3) + -0.679*log(x2 * x3^-3 * x4^-3) + -2.815*sqrt.abs(x0^-3 * x1 * x2^-3 * x3^2) + 1.297*log(x0^-3 * x2 * x3^-1 * x4^-3) + -1.706*log(x0^3 * x2^3 * x3^-3 * x4^2) + 3.935*(x0^-3 * x1 * x2^-3 * x3^2 * x4) + -7.127*tanh(x0^-3 * x1 * x2^-2 * x3^-1 * x4^-3) + -0.163*sqrt.abs(x0^-3 * x3^2 * x4^-3) + -414025840.199*sqrt.abs(x0^-2 * x2^2 * x3^-3 * x4^3) + -14665816.772*(x0^-2 * x2^2 * x3^-2 * x4^-1) + 136.6
"(-3, 3)",15,3,2.3847308140222503,1.7688611759298374,0.0003663301864576381,714.978307723999,4.663*tanh(x0^-3 * x2^-3 * x3^3 * x4^-1) + -0.991*log(x0^2 * x2^2 * x3^-2 * x4^2) + -0.0*sqrt.abs(x0^2 * x2^2 * x4^-2) + -10.675*tanh(x0^2 * x1^3 * x2^-3 * x3^-3 * x4^-3) + -55173544.278*(x3^-2 * x4^3) + -14.13*sqrt.abs(x0^-3 * x2 * x4^-3) + 3.528*tanh(x0^-3 * x1^-1 * x2^-3 * x3^3 * x4^-1) + -0.699*sqrt.abs(x0^-2 * x1^2 * x2^-3 * x3 * x4) + 1.83*tanh(x0^-3 * x1^-3 * x2^-3 * x3^3 * x4^-2) + -10.347*tanh(x0^-3 * x1^-2 * x2^-3 * x3^2 * x4^-1) + -4.705*tanh(x0^-3 * x2 * x3 * x4^-3) + -2.453*tanh(x0^-3 * x1^-3 * x2^-3 * x3^2 * x4^-2) + -10359534.631*cos(x0^-3 * x1 * x2 * x3 * x4^-1) + -0.0*sqrt.abs(x0^3 * x1^2 * x3) + -3.52*tanh(x0^2 * x2^-1 * x3^-2 * x4^2) + 10359662.45
"(-3, 3)",15,4,2.3461651117567586,1.7852197129756793,0.00035495680195278545,662.2485117912292,-693225.966*sqrt.abs(x0^-1 * x1^3 * x2^2 * x3^-3 * x4^3) + 3.164*log(x0^-1 * x2^-3 * x3^3 * x4^-3) + -6.637*tanh(x0^-3 * x2^-1 * x3 * x4^-2) + -4.518*sqrt.abs(x0^-2 * x2^2 * x4^-3) + -2.271*log(x0 * x2^-3 * x3^3 * x4^-3) + 11826.078*tanh(x0^-3 * x3 * x4^-1) + -7.918*tanh(x0^-3 * x2^-3 * x3^3 * x4) + 7.583*tanh(x0^-2 * x2^-1 * x3^2 * x4^-1) + -0.022*sqrt.abs(x0^-2 * x1^3 * x2^-2 * x3 * x4^-1) + -10.563*tanh(x0^-3 * x1^3 * x3^-1 * x4^-3) + 1.029*cos(x0^-2 * x2^2 * x4^-3) + 1416835.703*tanh(x0^-2 * x1 * x2^-3 * x3^-1 * x4^3) + 1.163*sqrt.abs(x2^3 * x3^-3 * x4^-3) + -0.0*sqrt.abs(x0^3 * x2^3 * x3^-3 * x4^-1) + -1.085*tanh(x0^3 * x1 * x2^2 * x3^2 * x4^-1) + 133.853
"(-3, 3)",15,5,2.3057114560316188,1.7075860023841845,0.0003428346500593912,696.4832489490509,-0.023*sqrt.abs(x0^-2 * x1^3 * x2^-2 * x3^2) + -9.965*tanh(x0^-3 * x1 * x4^-3) + -11.151*tanh(x0^-3 * x2^-3 * x3 * x4^-1) + 4.759*log(x2^-2 * x3^2) + 0.0*sqrt.abs(x1^3 * x2^-2 * x3^-1 * x4^-2) + -2.25*sqrt.abs(x0^-2 * x2 * x4^-3) + -2.843*tanh(x0^2 * x2^-2 * x3^-1 * x4^3) + -7971586.092*sqrt.abs(x0^-1 * x1 * x2^2 * x3^-3 * x4^3) + 0.0*(x0^-3 * x3^3 * x4^-3) + -1.721*log(x2^-3 * x3^-1 * x4^2) + -0.0*sqrt.abs(x0^2 * x3^-3 * x4^-2) + 2.762*log(x0^-3 * x3^-2) + 0.175*sqrt.abs(x2 * x3^-3 * x4^-3) + -0.137*log(x0^2 * x2 * x3 * x4^3) + 2.39*tanh(x0^3 * x1^-1 * x2^3 * x4^2) + 140.669
"(-2, 2)",5,3,3.103162632657997,2.4661832116747404,0.0006203994548544702,111.41033005714417,-0.024*sqrt.abs(x0^2 * x2 * x3^-1) + 9.757*tanh(x0^-2 * x1^-1 * x2^-2 * x3^2 * x4^-1) + -125.797*sqrt.abs(x0^-1 * x2 * x3^-1 * x4^-1) + -1.737*sqrt.abs(x0 * x1^2 * x3^-1 * x4^2) + -25.074*sqrt.abs(x0^-2 * x1 * x2^-2) + 125.733
"(-2, 2)",5,4,2.9400818897417453,2.305789258518124,0.0005573123850300875,114.99762415885924,-0.001*sqrt.abs(x0^-2 * x1 * x2^-2 * x3^2 * x4^-2) + -0.302*sqrt.abs(x0^2 * x2 * x3^-1 * x4) + -133.717*sqrt.abs(x0^-2 * x2 * x3^-1 * x4^-2) + -9.935*tanh(x0^2 * x2 * x3^-1 * x4^2) + 21.693*tanh(x0 * x1^-1 * x2) + 112.464
"(-2, 2)",5,5,2.9443699309821816,2.2035459573657206,0.0005596297396667793,135.59558701515198,6.044*tanh(x0^-2 * x2^-2 * x3 * x4^-2) + -827.107*sqrt.abs(x0^-2 * x2^-2 * x4) + 13.692*tanh(x0^-2 * x2^-1 * x3^2 * x4^-1) + -61.089*sqrt.abs(x0^-2 * x3^-1 * x4^-2) + 1.405*log(x0^-1 * x2^-1 * x3^-1 * x4^-1) + 118.756
"(-2, 2)",10,3,2.210536646587463,1.6590877551236118,0.0003148140957352822,387.25195026397705,-0.043*sqrt.abs(x0^-1 * x1^2 * x2^-2 * x3) + -0.0*sqrt.abs(x0^2 * x3) + 0.309*sqrt.abs(x2^2 * x3^-1 * x4^-2) + -0.004*sqrt.abs(x0^-2 * x1^2 * x2^-1 * x3^2 * x4^-2) + -0.223*log(x0 * x2^-2 * x3^-2 * x4^-1) + -2941.988*sqrt.abs(x0^-1 * x1^2 * x2^2 * x4^2) + 9.532*tanh(x0^2 * x2^-1 * x3^-1 * x4^2) + -18.708*tanh(x0^-2 * x2^-1 * x3 * x4^-1) + 30.434*sqrt.abs(x0^-2 * x1^2 * x2^2 * x3^2) + -3.593*log(x0^2 * x2^2 * x3^-2 * x4) + 112.703
"(-2, 2)",10,4,2.421679670288912,1.8423574172453432,0.00037801396007187683,417.32216238975525,-220.738*sqrt.abs(x0^-2 * x2^-1 * x4^-1) + -9.841*tanh(x0^-2 * x2 * x3^2 * x4^-1) + 0.049*(x2 * x3^-2 * x4^-2) + 274.422*tanh(x0^-2 * x2^-1 * x4^-1) + -16.427*tanh(x0^-2 * x2^-2 * x3^2 * x4) + 2.695*log(x0^-2 * x2^-1 * x3^2 * x4^-2) + -3444.236*sqrt.abs(x0^-1 * x1^2 * x2 * x3^-1 * x4^2) + -10265220.819*exp(x0^-1 * x1 * x2^2 * x3^-1 * x4) + 440162.234*tanh(x0^-2 * x1 * x2) + 2.992*log(x0^-2 * x2^-1) + 10265377.881
"(-2, 2)",10,5,2.3706303119065932,1.79839674263017,0.00036237730014193663,420.4484422206879,-0.224*sqrt.abs(x0^2 * x2 * x3^-1 * x4) + 10.093*tanh(x0^-2 * x2^-1 * x3^2 * x4^-1) + 3.955*tanh(x0^-2 * x2^-2 * x3 * x4^-1) + -540.75*sqrt.abs(x0^-2 * x1 * x2 * x3) + 177.024*exp(x0^-2 * x1 * x2^-2 * x3^-2 * x4^-1) + 95.727*sqrt.abs(x0^-2 * x1 * x2 * x3^2) + -172.286*sqrt.abs(x0^-1 * x1 * x3 * x4^2) + -4.512*sqrt.abs(x0^-2 * x2 * x3 * x4^-2) + -0.006*sqrt.abs(x0 * x1^2 * x2 * x3^-1 * x4^-1) + -0.533*sqrt.abs(x0^-2 * x1 * x2^-2 * x3 * x4^-1) + -53.255
